,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.71, 10.1  /  14.1  /  5.7 ,48.4%,13.2%,151,0.1%,"2,727",Sentinel
1,2,Reyna,0.95, 13.5  /  14.3  /  4.4 ,49.9%,10.7%,202,0.1%,"2,214",Duelist
2,3,Raze,0.88, 12.6  /  14.4  /  4.8 ,52.7%,7.8%,198,0.1%,"1,611",Duelist
3,4,Jett,0.86, 12.6  /  14.6  /  3.6 ,46.6%,6.8%,186,0.1%,"1,405",Duelist
4,5,Omen,0.83, 11.9  /  14.4  /  4.7 ,49.4%,6.2%,177,0.1%,"1,286",Controller
5,6,Yoru,0.82, 11.5  /  14  /  3.9 ,50.7%,6.2%,174,0.1%,"1,281",Duelist
6,7,Fade,0.73, 10.6  /  14.6  /  5.8 ,48.3%,5.6%,161,0.1%,"1,165",Initiator
7,8,Phoenix,0.85, 12.1  /  14.2  /  4.1 ,46.7%,5.5%,184,0.1%,"1,130",Duelist
8,9,Neon,0.83, 12.1  /  14.6  /  3.8 ,50.0%,5.3%,183,0.1%,"1,085",Duelist
9,10,Killjoy,0.83, 11.3  /  13.6  /  3.9 ,49.1%,5.0%,173,0.2%,"1,022",Sentinel
10,11,Sova,0.8, 11.4  /  14.2  /  4.9 ,50.3%,4.6%,171,0.1%,953,Initiator
11,12,Viper,0.77, 10.6  /  13.8  /  4.8 ,53.5%,4.3%,163,0.2%,893,Controller
12,13,Skye,0.79, 11.1  /  14.1  /  7 ,52.7%,3.5%,172,0.1%,721,Initiator
13,14,KAY/O,0.78, 11.2  /  14.4  /  7.9 ,50.9%,3.4%,172,0.1%,707,Initiator
14,15,Brimstone,0.83, 11.7  /  14  /  5.6 ,55.0%,3.0%,178,0.1%,622,Controller
15,16,Cypher,0.88, 12.2  /  13.9  /  4.8 ,50.6%,2.6%,180,0.2%,543,Sentinel
16,17,Chamber,0.86, 11.7  /  13.6  /  3.3 ,46.1%,2.2%,178,0.1%,462,Sentinel
17,18,Harbor,0.7, 10.2  /  14.6  /  4.9 ,46.0%,1.6%,156,0.1%,328,Controller
18,19,Breach,0.8, 11.4  /  14.2  /  4.6 ,39.6%,1.6%,175,0.1%,326,Initiator
19,20,Astra,0.78, 10.8  /  13.7  /  3.7 ,48.0%,0.7%,156,0.2%,152,Controller
