,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.15, 18  /  15.7  /  4.7 ,49.2%,11.3%,250,0.1%,"26,527"
1,2,Jett,1.1, 17.5  /  15.9  /  3.9 ,49.0%,10.7%,243,0.1%,"25,103"
2,3,Killjoy,1.01, 14.4  /  14.3  /  4 ,49.6%,10.4%,203,0.2%,"24,436"
3,4,Omen,0.99, 15  /  15.2  /  7.8 ,48.7%,9.0%,209,0.1%,"20,961"
4,5,Sage,0.93, 13.8  /  14.8  /  7.2 ,50.0%,8.1%,193,0.1%,"19,021"
5,6,Sova,1.02, 14.9  /  14.6  /  6 ,51.0%,6.8%,210,0.1%,"16,002"
6,7,Brimstone,0.98, 14.6  /  14.9  /  9.1 ,51.3%,6.1%,209,0.1%,"14,232"
7,8,Raze,1.05, 16.7  /  15.9  /  5.2 ,49.4%,5.7%,243,0.1%,"13,385"
8,9,Gekko,0.94, 14.3  /  15.2  /  5.1 ,48.4%,5.4%,196,0.1%,"12,659"
9,10,KAY/O,0.92, 14.3  /  15.5  /  8.6 ,46.4%,3.6%,204,0.1%,"8,378"
10,11,Phoenix,1.13, 17.4  /  15.4  /  4.8 ,50.0%,3.5%,245,0.1%,"8,171"
11,12,Fade,0.95, 14.3  /  15  /  6.4 ,48.9%,3.1%,200,0.1%,"7,326"
12,13,Skye,0.94, 14.3  /  15.2  /  7.7 ,48.7%,2.8%,201,0.1%,"6,607"
13,14,Cypher,1.01, 14.8  /  14.6  /  5.1 ,48.9%,2.8%,201,0.2%,"6,504"
14,15,Chamber,1.09, 16.5  /  15.2  /  3.1 ,48.7%,2.1%,223,0.1%,"4,875"
15,16,Astra,1.05, 15.5  /  14.7  /  7 ,50.3%,2.0%,212,0.1%,"4,624"
16,17,Viper,1, 14.7  /  14.7  /  5.8 ,49.3%,1.8%,206,0.1%,"4,105"
17,18,Breach,0.94, 14.7  /  15.6  /  6.7 ,48.3%,1.6%,205,0.1%,"3,708"
18,19,Neon,0.98, 15.9  /  16.2  /  4.1 ,46.9%,1.3%,225,0.1%,"2,927"
19,20,Yoru,1, 15.8  /  15.8  /  4.4 ,46.5%,1.2%,219,0.1%,"2,780"
20,21,Harbor,0.92, 14  /  15.2  /  5.9 ,44.2%,0.7%,195,0.1%,"1,553"
