,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.18, 17.9  /  15.2  /  4.1 ,52.2%,12.1%,254,0.2%,"2,461,464"
1,2,Sage,0.91, 13.3  /  14.6  /  6.5 ,51.1%,11.3%,190,0.1%,"2,303,568"
2,3,Chamber,1.1, 16  /  14.5  /  3.3 ,51.1%,10.1%,222,0.2%,"2,056,932"
3,4,Jett,1.11, 17.2  /  15.5  /  3.8 ,51.1%,7.7%,244,0.2%,"1,561,824"
4,5,Omen,0.97, 14.5  /  15  /  5 ,48.7%,6.4%,205,0.1%,"1,295,808"
5,6,Raze,1.04, 16.1  /  15.4  /  4.8 ,50.8%,6.3%,238,0.2%,"1,287,495"
6,7,Viper,0.97, 14  /  14.4  /  5.3 ,50.7%,5.8%,200,0.1%,"1,187,994"
7,8,Brimstone,0.96, 14.2  /  14.7  /  6.4 ,51.7%,5.5%,204,0.1%,"1,127,763"
8,9,Fade,0.94, 13.9  /  14.8  /  6.3 ,50.9%,5.2%,198,0.1%,"1,055,547"
9,10,Sova,0.96, 14.1  /  14.6  /  5.3 ,50.5%,4.4%,202,0.1%,"890,766"
10,11,Skye,0.94, 13.9  /  14.9  /  6.2 ,50.1%,4.1%,199,0.1%,"839,460"
11,12,KAY/O,0.9, 13.8  /  15.3  /  7.1 ,47.3%,3.8%,200,0.1%,"765,357"
12,13,Killjoy,0.97, 13.8  /  14.1  /  4.1 ,52.0%,3.7%,199,0.1%,"751,332"
13,14,Phoenix,1.12, 16.8  /  15  /  4 ,51.6%,3.6%,240,0.2%,"734,655"
14,15,Neon,1.01, 16  /  15.8  /  4.1 ,49.8%,2.9%,230,0.2%,"590,631"
15,16,Breach,0.93, 14.3  /  15.3  /  5.2 ,48.9%,2.2%,203,0.1%,"455,838"
16,17,Yoru,0.99, 15.2  /  15.3  /  3.7 ,47.5%,2.2%,215,0.1%,"450,177"
17,18,Cypher,0.97, 14  /  14.4  /  4.5 ,48.9%,1.5%,197,0.1%,"315,078"
18,19,Astra,1.02, 14.6  /  14.4  /  4.9 ,49.4%,1.1%,204,0.1%,"220,983"
