,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.72, 10.1  /  14.1  /  5.3 ,49.9%,14.0%,153,0.1%,"2,816",Sentinel
1,2,Reyna,0.95, 13.3  /  14  /  4 ,49.2%,11.3%,202,0.1%,"2,278",Duelist
2,3,Jett,0.88, 12.7  /  14.4  /  3.7 ,50.4%,7.5%,190,0.1%,"1,522",Duelist
3,4,Raze,0.83, 11.9  /  14.4  /  4.1 ,48.3%,7.0%,184,0.1%,"1,409",Duelist
4,5,Sova,0.8, 11.1  /  13.8  /  4.3 ,50.9%,5.9%,166,0.2%,"1,182",Initiator
5,6,Yoru,0.8, 11.8  /  14.7  /  3.8 ,44.2%,5.9%,174,0.1%,"1,182",Duelist
6,7,Fade,0.76, 11.1  /  14.5  /  5.6 ,47.0%,5.7%,166,0.1%,"1,147",Initiator
7,8,Omen,0.79, 11.7  /  14.8  /  4.1 ,46.9%,5.6%,174,0.1%,"1,120",Controller
8,9,Viper,0.81, 11.2  /  13.9  /  4.3 ,52.2%,5.4%,167,0.1%,"1,097",Controller
9,10,Phoenix,0.82, 11.7  /  14.4  /  3.7 ,45.9%,5.4%,178,0.1%,"1,084",Duelist
10,11,Neon,0.81, 12  /  14.8  /  3.9 ,49.8%,4.9%,182,0.1%,994,Duelist
11,12,Killjoy,0.81, 11  /  13.6  /  3.9 ,54.9%,4.5%,167,0.2%,910,Sentinel
12,13,KAY/O,0.7, 10.3  /  14.7  /  6.7 ,43.4%,3.2%,160,0.1%,636,Initiator
13,14,Skye,0.74, 10.4  /  14.1  /  6 ,51.7%,3.1%,157,0.1%,634,Initiator
14,15,Brimstone,0.8, 11.2  /  14  /  4.6 ,48.6%,3.1%,168,0.1%,621,Controller
15,16,Cypher,0.81, 11.6  /  14.3  /  4.8 ,51.7%,2.5%,172,0.1%,497,Sentinel
16,17,Chamber,0.85, 12.3  /  14.4  /  3.4 ,44.1%,2.3%,178,0.1%,460,Sentinel
17,18,Breach,0.77, 11.1  /  14.4  /  4.8 ,47.9%,1.3%,169,0.1%,263,Initiator
18,19,Harbor,0.71, 9.6  /  13.5  /  4.3 ,47.5%,1.2%,153,0.1%,238,Controller
19,20,Astra,0.74, 11.3  /  15.1  /  3.3 ,42.0%,0.4%,159,0.2%,88,Controller
