,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.11, 17.9  /  16.2  /  3.9 ,50.0%,13.0%,249,0.1%,"23,457",Duelist
1,2,Viper,1.02, 15.1  /  14.8  /  5.8 ,50.8%,11.9%,208,0.2%,"21,563",Controller
2,3,Sage,0.94, 14  /  15  /  7.2 ,51.3%,11.8%,193,0.1%,"21,257",Sentinel
3,4,Reyna,1.14, 18.2  /  15.9  /  4.3 ,49.4%,11.2%,251,0.1%,"20,152",Duelist
4,5,Sova,1.0, 14.8  /  14.9  /  5.5 ,50.0%,8.8%,206,0.1%,"15,886",Initiator
5,6,Killjoy,1.02, 14.7  /  14.4  /  3.7 ,50.4%,6.3%,203,0.2%,"11,333",Sentinel
6,7,Gekko,0.97, 14.5  /  15  /  4.8 ,50.6%,6.0%,198,0.1%,"10,791",Initiator
7,8,Raze,1.03, 16.8  /  16.3  /  4.7 ,48.0%,5.8%,240,0.1%,"10,451",Duelist
8,9,Omen,0.99, 15.3  /  15.5  /  6 ,47.1%,3.9%,211,0.1%,"7,096",Controller
9,10,KAY/O,0.93, 14.6  /  15.6  /  9 ,46.6%,3.4%,207,0.1%,"6,106",Initiator
10,11,Chamber,1.1, 16.6  /  15  /  2.9 ,50.3%,2.9%,223,0.1%,"5,158",Sentinel
11,12,Fade,0.94, 14.5  /  15.4  /  6.3 ,48.7%,2.5%,201,0.1%,"4,484",Initiator
12,13,Skye,0.94, 14.5  /  15.4  /  7.4 ,48.4%,2.2%,201,0.1%,"3,992",Initiator
13,14,Brimstone,0.95, 14.4  /  15.1  /  7.3 ,47.4%,2.0%,203,0.1%,"3,633",Controller
14,15,Phoenix,1.1, 17.2  /  15.6  /  4.4 ,51.0%,1.8%,239,0.1%,"3,293",Duelist
15,16,Harbor,0.92, 14.2  /  15.4  /  6 ,48.5%,1.5%,194,0.1%,"2,772",Controller
16,17,Cypher,0.98, 14.5  /  14.7  /  4.4 ,48.2%,1.3%,198,0.2%,"2,413",Sentinel
17,18,Neon,1.0, 16.8  /  16.8  /  4.4 ,47.3%,1.3%,235,0.1%,"2,355",Duelist
18,19,Yoru,1.02, 16  /  15.7  /  4.1 ,46.4%,1.1%,223,0.1%,"1,938",Duelist
19,20,Breach,0.94, 14.6  /  15.5  /  6.2 ,50.4%,0.9%,203,0.1%,"1,581",Initiator
20,21,Astra,1.01, 15.2  /  15  /  5.5 ,49.2%,0.5%,204,0.1%,861,Controller
