,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.13, 17.8  /  15.7  /  3.7 ,51.1%,15.2%,247,0.2%,"2,301,273"
1,2,Reyna,1.13, 17.6  /  15.6  /  3.9 ,50.8%,13.0%,245,0.2%,"1,958,961"
2,3,Sage,0.94, 13.9  /  14.7  /  6.8 ,51.6%,10.7%,194,0.1%,"1,610,121"
3,4,Chamber,1.1, 16.3  /  14.8  /  3.5 ,51.5%,10.2%,221,0.1%,"1,543,566"
4,5,Sova,0.99, 14.4  /  14.6  /  6 ,51.5%,6.9%,205,0.1%,"1,047,693"
5,6,Brimstone,0.97, 14.6  /  15  /  7.7 ,51.4%,6.4%,207,0.1%,"964,512"
6,7,Raze,1.04, 16.5  /  15.9  /  4.8 ,50.8%,6.0%,239,0.2%,"899,793"
7,8,Omen,0.98, 14.9  /  15.3  /  5.4 ,48.4%,6.0%,206,0.1%,"899,028"
8,9,Viper,0.98, 14.3  /  14.6  /  5.2 ,50.7%,5.3%,200,0.1%,"800,037"
9,10,Skye,0.96, 14.5  /  15.2  /  5.7 ,49.4%,4.3%,202,0.1%,"645,762"
10,11,Killjoy,0.99, 14.2  /  14.3  /  3.9 ,51.7%,3.7%,200,0.1%,"561,867"
11,12,KAY/O,0.91, 14.2  /  15.5  /  7.6 ,46.9%,3.0%,203,0.1%,"451,401"
12,13,Breach,0.95, 14.5  /  15.3  /  4.4 ,49.8%,2.2%,201,0.1%,"339,252"
13,14,Cypher,0.98, 14.4  /  14.7  /  4.3 ,48.5%,2.1%,197,0.1%,"324,054"
14,15,Yoru,1, 15.6  /  15.7  /  3.6 ,46.7%,1.6%,217,0.1%,"247,401"
15,16,Neon,1.01, 16.4  /  16.3  /  3.8 ,47.3%,1.4%,232,0.2%,"215,475"
16,17,Phoenix,1.06, 16.5  /  15.5  /  3.8 ,47.9%,1.0%,232,0.2%,"148,971"
17,18,Astra,1.02, 15.3  /  15  /  5.3 ,47.8%,0.9%,207,0.1%,"133,518"
