,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.5  /  16  /  3.4 ,50.1%,16.6%,238,0.2%,"33,126",Duelist
1,2,Brimstone,1.01, 14.9  /  14.8  /  9.9 ,51.0%,15.5%,206,0.1%,"30,845",Controller
2,3,Breach,0.94, 14.3  /  15.2  /  7.9 ,49.8%,14.6%,194,0.1%,"29,178",Initiator
3,4,Raze,1.04, 16.7  /  16  /  4.4 ,49.6%,9.2%,235,0.2%,"18,361",Duelist
4,5,Killjoy,1.04, 15.2  /  14.5  /  3.3 ,50.2%,8.3%,204,0.1%,"16,549",Sentinel
5,6,Reyna,1.13, 17.6  /  15.6  /  4.2 ,50.9%,7.5%,239,0.2%,"14,868",Duelist
6,7,Cypher,1.05, 15.4  /  14.6  /  4.5 ,50.4%,5.0%,204,0.1%,"9,939",Sentinel
7,8,Chamber,1.1, 16.8  /  15.2  /  2.6 ,47.8%,4.8%,221,0.2%,"9,590",Sentinel
8,9,Deadlock,1.04, 15.7  /  15.1  /  3.6 ,49.1%,3.1%,207,0.1%,"6,252",Sentinel
9,10,Sage,0.97, 14.5  /  14.9  /  6.6 ,51.8%,2.5%,196,0.1%,"5,025",Sentinel
10,11,Skye,0.97, 14.7  /  15.1  /  7.4 ,51.7%,1.9%,199,0.1%,"3,715",Initiator
11,12,Neon,1.0, 16.5  /  16.6  /  4.3 ,49.2%,1.8%,227,0.2%,"3,650",Duelist
12,13,Fade,1.0, 15.1  /  15  /  6.1 ,49.0%,1.8%,201,0.1%,"3,521",Initiator
13,14,Viper,1.03, 15.2  /  14.8  /  5.7 ,49.4%,1.5%,208,0.1%,"3,028",Controller
14,15,Phoenix,1.1, 16.8  /  15.3  /  4.5 ,51.4%,1.1%,233,0.2%,"2,202",Duelist
15,16,KAY/O,0.95, 14.5  /  15.4  /  9.5 ,44.7%,1.1%,204,0.1%,"2,164",Initiator
16,17,Omen,0.98, 15  /  15.3  /  7.7 ,45.1%,0.8%,203,0.1%,"1,692",Controller
17,18,Yoru,1.03, 16.3  /  15.8  /  4.3 ,47.8%,0.8%,219,0.2%,"1,691",Duelist
18,19,Astra,1.01, 15.2  /  15.1  /  7.1 ,41.7%,0.7%,204,0.1%,"1,493",Controller
19,20,Gekko,0.95, 14.3  /  15  /  4.5 ,51.7%,0.6%,190,0.1%,"1,184",Initiator
20,21,Sova,1.03, 15.1  /  14.6  /  5.7 ,49.5%,0.5%,207,0.1%,986,Initiator
21,22,Harbor,0.89, 13.8  /  15.5  /  6.2 ,39.0%,0.2%,188,0.1%,349,Controller
