,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.06, 17.1  /  16.1  /  3.4 ,49.4%,19.2%,232,0.2%,"43,280",Duelist
1,2,Omen,0.97, 14.7  /  15.1  /  9.2 ,49.4%,14.3%,199,0.1%,"32,325",Controller
2,3,Sova,1.0, 14.8  /  14.7  /  5.9 ,49.7%,13.6%,203,0.1%,"30,694",Initiator
3,4,Reyna,1.09, 17.3  /  15.8  /  4.3 ,50.1%,10.5%,235,0.2%,"23,689",Duelist
4,5,Killjoy,1.04, 15.3  /  14.7  /  3.2 ,50.2%,8.8%,205,0.1%,"19,929",Sentinel
5,6,Skye,0.96, 14.5  /  15.2  /  7.9 ,49.5%,4.7%,198,0.1%,"10,701",Initiator
6,7,Cypher,1.03, 15.3  /  14.9  /  4.6 ,50.2%,4.7%,203,0.1%,"10,520",Sentinel
7,8,Phoenix,1.08, 17.1  /  15.8  /  4.9 ,51.5%,4.1%,234,0.2%,"9,257",Duelist
8,9,Chamber,1.1, 16.8  /  15.2  /  2.6 ,49.4%,3.5%,220,0.2%,"7,866",Sentinel
9,10,Raze,1.04, 16.7  /  16.1  /  4.6 ,50.2%,3.1%,235,0.2%,"6,993",Duelist
10,11,Deadlock,1.03, 15.6  /  15.2  /  3.7 ,50.7%,2.8%,207,0.1%,"6,203",Sentinel
11,12,Brimstone,0.98, 14.5  /  14.8  /  10.5 ,53.3%,2.3%,203,0.1%,"5,143",Controller
12,13,Breach,0.94, 14.6  /  15.6  /  8.4 ,46.5%,1.9%,199,0.1%,"4,370",Initiator
13,14,Astra,1.03, 15.2  /  14.7  /  7.6 ,48.4%,1.8%,203,0.1%,"4,079",Controller
14,15,Sage,0.98, 14.8  /  15.1  /  7 ,50.9%,1.3%,202,0.1%,"2,963",Sentinel
15,16,Yoru,1.01, 16.1  /  15.9  /  4.5 ,50.4%,1.0%,218,0.2%,"2,231",Duelist
16,17,Fade,0.97, 14.5  /  15  /  7.2 ,48.5%,0.8%,198,0.1%,"1,911",Initiator
17,18,KAY/O,0.93, 14.8  /  15.9  /  10.4 ,44.4%,0.6%,208,0.1%,"1,327",Initiator
18,19,Neon,0.96, 16.1  /  16.8  /  4 ,45.7%,0.4%,217,0.2%,904,Duelist
19,20,Gekko,0.97, 14.7  /  15.2  /  5.2 ,52.7%,0.3%,198,0.1%,666,Initiator
20,21,Viper,1.0, 15  /  14.9  /  6.1 ,53.3%,0.2%,201,0.1%,349,Controller
21,22,Harbor,0.67, 12  /  18  /  8 ,0.0%,141,0.1%,2,,Controller
