,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.81, 11.4  /  14.1  /  6.2 ,51.5%,18.1%,170,0.1%,"1,286,526"
1,2,Reyna,1.02, 14.9  /  14.6  /  4.5 ,51.2%,11.9%,223,0.2%,"846,702"
2,3,Raze,0.93, 13.8  /  14.8  /  4.9 ,52.0%,10.6%,213,0.1%,"752,556"
3,4,Jett,0.98, 14.4  /  14.8  /  3.9 ,50.8%,9.7%,215,0.2%,"686,307"
4,5,Sova,0.82, 11.9  /  14.4  /  5.3 ,49.5%,7.5%,180,0.1%,"533,460"
5,6,Omen,0.86, 12.7  /  14.7  /  3.6 ,51.1%,7.1%,185,0.1%,"502,605"
6,7,Killjoy,0.86, 11.9  /  13.9  /  4.1 ,52.6%,6.8%,182,0.1%,"480,267"
7,8,Phoenix,0.89, 13  /  14.7  /  4.1 ,49.6%,6.1%,197,0.2%,"429,675"
8,9,Viper,0.83, 11.9  /  14.3  /  4.6 ,50.6%,5.4%,178,0.1%,"385,305"
9,10,Yoru,0.86, 12.7  /  14.9  /  3.8 ,47.5%,4.0%,188,0.1%,"285,957"
10,11,Brimstone,0.83, 12.1  /  14.6  /  4.7 ,49.9%,4.0%,182,0.1%,"281,112"
11,12,Skye,0.79, 11.6  /  14.6  /  4.4 ,50.4%,3.2%,172,0.1%,"224,502"
12,13,Cypher,0.85, 11.8  /  14  /  4.8 ,51.1%,3.1%,176,0.1%,"220,830"
13,14,Breach,0.81, 12.2  /  14.9  /  4.9 ,49.8%,1.8%,182,0.1%,"129,030"
14,15,Astra,0.86, 12.3  /  14.3  /  3.9 ,47.4%,0.7%,182,0.1%,"49,164"
