,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.4  /  16.2  /  3.7 ,49.0%,15.6%,237,0.1%,"691,681",Duelist
1,2,Omen,0.98, 14.9  /  15.2  /  8.9 ,48.6%,12.1%,204,0.1%,"536,628",Controller
2,3,Sova,1.03, 15  /  14.6  /  6.2 ,50.3%,11.2%,208,0.1%,"496,012",Initiator
3,4,Killjoy,1.01, 14.6  /  14.4  /  3.7 ,49.4%,11.2%,199,0.1%,"495,380",Sentinel
4,5,Reyna,1.11, 17.6  /  15.9  /  4.5 ,50.0%,9.5%,240,0.1%,"423,005",Duelist
5,6,Sage,0.95, 14.1  /  15  /  7.2 ,50.7%,4.9%,195,0.1%,"216,254",Sentinel
6,7,Brimstone,0.97, 14.6  /  15.1  /  10.2 ,51.6%,4.8%,205,0.1%,"214,036",Controller
7,8,KAY/O,0.92, 14.4  /  15.7  /  9.3 ,45.4%,4.8%,203,0.1%,"211,373",Initiator
8,9,Raze,1.02, 16.5  /  16.1  /  5 ,49.6%,4.7%,236,0.1%,"207,678",Duelist
9,10,Skye,0.94, 14.4  /  15.3  /  7.9 ,48.8%,3.4%,198,0.1%,"150,193",Initiator
10,11,Phoenix,1.1, 17.3  /  15.7  /  5 ,51.1%,3.2%,240,0.1%,"142,496",Duelist
11,12,Cypher,1.01, 14.8  /  14.7  /  5 ,49.8%,3.1%,198,0.1%,"136,046",Sentinel
12,13,Chamber,1.07, 16.4  /  15.2  /  2.9 ,47.8%,2.9%,218,0.1%,"130,336",Sentinel
13,14,Astra,1.03, 15.3  /  14.8  /  8 ,49.9%,2.0%,208,0.1%,"89,763",Controller
14,15,Fade,0.96, 14.6  /  15.1  /  6.8 ,48.8%,1.9%,199,0.1%,"84,984",Initiator
15,16,Gekko,0.93, 14.2  /  15.3  /  4.9 ,47.7%,1.5%,193,0.1%,"68,081",Initiator
16,17,Breach,0.93, 14.5  /  15.6  /  7.3 ,47.3%,1.0%,200,0.1%,"44,945",Initiator
17,18,Yoru,1.01, 16  /  15.8  /  4.6 ,46.2%,0.8%,219,0.1%,"35,963",Duelist
18,19,Neon,0.95, 15.8  /  16.6  /  4.2 ,46.0%,0.6%,219,0.1%,"25,850",Duelist
19,20,Viper,0.99, 14.8  /  14.9  /  6 ,47.8%,0.5%,205,0.1%,"24,110",Controller
20,21,Harbor,0.92, 14.3  /  15.5  /  6.6 ,44.2%,0.2%,195,0.1%,"10,421",Controller
