,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Raze,1.05, 17  /  16.2  /  4.7 ,49.7%,14.7%,241,0.2%,"33,018",Duelist
1,2,Brimstone,0.99, 14.7  /  14.9  /  9.3 ,50.7%,14.4%,204,0.1%,"32,186",Controller
2,3,Skye,0.96, 14.4  /  15  /  7.9 ,49.6%,14.0%,193,0.1%,"31,459",Initiator
3,4,Jett,1.09, 17.6  /  16.1  /  3.3 ,49.9%,13.3%,236,0.2%,"29,826",Duelist
4,5,Reyna,1.13, 17.7  /  15.6  /  4.1 ,49.6%,7.4%,239,0.2%,"16,567",Duelist
5,6,Cypher,0.99, 14.5  /  14.7  /  4.4 ,48.7%,6.9%,192,0.1%,"15,377",Sentinel
6,7,Chamber,1.08, 16.2  /  15  /  2.4 ,48.7%,5.8%,212,0.2%,"13,063",Sentinel
7,8,Deadlock,1.04, 15.6  /  15.1  /  3.8 ,49.5%,4.2%,206,0.1%,"9,353",Sentinel
8,9,Sova,1.02, 15  /  14.7  /  5.8 ,49.5%,3.3%,205,0.1%,"7,345",Initiator
9,10,Omen,0.98, 14.9  /  15.2  /  8.1 ,46.9%,2.8%,202,0.1%,"6,198",Controller
10,11,Sage,0.97, 14.4  /  14.9  /  6.8 ,53.6%,2.4%,194,0.1%,"5,371",Sentinel
11,12,Killjoy,1.02, 14.7  /  14.4  /  3.2 ,50.9%,2.2%,198,0.1%,"4,878",Sentinel
12,13,Phoenix,1.09, 17.1  /  15.8  /  4.5 ,50.3%,1.6%,232,0.2%,"3,494",Duelist
13,14,Yoru,1.05, 16.6  /  15.8  /  4.3 ,49.5%,1.5%,225,0.2%,"3,449",Duelist
14,15,Viper,1.04, 15.7  /  15.1  /  5.5 ,47.6%,1.5%,213,0.1%,"3,281",Controller
15,16,Fade,0.96, 14.6  /  15.2  /  6.7 ,46.9%,1.3%,198,0.1%,"2,992",Initiator
16,17,Astra,1.04, 15.2  /  14.7  /  7.2 ,49.6%,1.0%,205,0.1%,"2,349",Controller
17,18,Gekko,0.94, 14.6  /  15.4  /  4.7 ,44.8%,0.5%,194,0.1%,"1,178",Initiator
18,19,KAY/O,0.91, 14.4  /  15.8  /  9.3 ,42.5%,0.4%,201,0.1%,824,Initiator
19,20,Breach,0.91, 13.9  /  15.3  /  8 ,46.9%,0.3%,194,0.1%,766,Initiator
20,21,Neon,1.01, 16.7  /  16.6  /  3.7 ,48.6%,0.3%,225,0.2%,622,Duelist
21,22,Harbor,0.9, 14  /  15.5  /  6.2 ,38.2%,0.2%,188,0.1%,502,Controller
