,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.15, 18.1  /  15.7  /  3.3 ,47.0%,19.2%,247,0.1%,672
1,2,Astra,1.11, 15.9  /  14.3  /  6.8 ,50.8%,10.4%,212,0.2%,364
2,3,Fade,1.02, 15.7  /  15.4  /  6.6 ,49.0%,10.3%,217,0.1%,361
3,4,Killjoy,1.01, 14.9  /  14.9  /  3.3 ,42.9%,9.7%,204,0.2%,340
4,5,Reyna,1.19, 18.2  /  15.4  /  4.2 ,58.4%,8.5%,254,0.1%,296
5,6,Cypher,1.05, 15.2  /  14.5  /  4.7 ,45.3%,5.4%,210,0.2%,190
6,7,Viper,1.09, 16.6  /  15.2  /  6.1 ,53.0%,5.2%,219,0.2%,181
7,8,Phoenix,1.07, 16.3  /  15.3  /  4.9 ,53.5%,4.5%,240,0.1%,157
8,9,Skye,1.03, 16  /  15.4  /  7.9 ,60.3%,4.0%,216,0.2%,141
9,10,Sova,0.98, 14  /  14.3  /  6.2 ,48.1%,3.7%,198,0.2%,131
10,11,Harbor,0.89, 13.6  /  15.3  /  6.8 ,54.2%,3.7%,187,0.1%,131
11,12,KAY/O,0.93, 14.2  /  15.3  /  10.1 ,48.8%,3.6%,202,0.1%,127
12,13,Raze,1.09, 18.1  /  16.6  /  5.7 ,64.1%,2.9%,256,0.1%,103
13,14,Chamber,1.08, 16.4  /  15.1  /  2.1 ,45.2%,2.4%,221,0.1%,84
14,15,Sage,1.05, 15.8  /  15  /  7.4 ,55.1%,2.0%,209,0.2%,69
15,16,Yoru,0.98, 15.8  /  16.2  /  4.8 ,44.4%,1.5%,226,0.1%,54
16,17,Neon,0.95, 16.7  /  17.5  /  3.9 ,45.0%,1.1%,224,0.1%,40
17,18,Omen,0.84, 14.3  /  17.1  /  7.3 ,34.4%,0.9%,188,0.1%,32
18,19,Brimstone,1.44, 17  /  11.8  /  8.9 ,78.6%,0.4%,232,0.2%,14
19,20,Breach,1.11, 19.4  /  17.5  /  6.8 ,23.1%,0.4%,256,0.1%,13
