,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.92, 13.5  /  14.8  /  7.5 ,50.4%,12.7%,191,0.1%,"42,249",Sentinel
1,2,Reyna,1.15, 17.8  /  15.5  /  4.5 ,49.8%,11.4%,250,0.1%,"37,870",Duelist
2,3,Raze,1.05, 16.6  /  15.8  /  5 ,50.0%,8.9%,243,0.1%,"29,670",Duelist
3,4,Jett,1.08, 17.1  /  15.9  /  4 ,48.6%,8.6%,241,0.1%,"28,439",Duelist
4,5,Omen,0.99, 15  /  15.2  /  6.5 ,49.1%,8.1%,209,0.1%,"26,983",Controller
5,6,Killjoy,0.99, 14.3  /  14.4  /  4 ,49.4%,6.7%,202,0.2%,"22,399",Sentinel
6,7,Brimstone,0.97, 14.5  /  15  /  8.1 ,50.3%,5.1%,208,0.1%,"16,939",Controller
7,8,Skye,0.94, 14  /  15  /  7.6 ,48.8%,5.0%,199,0.1%,"16,697",Initiator
8,9,Cypher,1.0, 14.5  /  14.5  /  5 ,48.3%,4.9%,200,0.2%,"16,155",Sentinel
9,10,Fade,0.93, 14  /  15.1  /  6 ,49.2%,3.8%,197,0.1%,"12,478",Initiator
10,11,KAY/O,0.9, 13.9  /  15.5  /  8.5 ,46.2%,3.7%,201,0.1%,"12,168",Initiator
11,12,Viper,0.98, 14.4  /  14.6  /  5.3 ,48.5%,3.3%,203,0.2%,"11,122",Controller
12,13,Phoenix,1.09, 16.8  /  15.4  /  4.7 ,49.4%,3.3%,239,0.1%,"11,066",Duelist
13,14,Sova,0.96, 14.3  /  14.9  /  5.3 ,48.3%,3.2%,204,0.1%,"10,568",Initiator
14,15,Breach,0.93, 14.4  /  15.4  /  6.4 ,48.4%,2.9%,203,0.1%,"9,505",Initiator
15,16,Chamber,1.05, 15.7  /  15  /  3.2 ,46.6%,2.2%,217,0.1%,"7,356",Sentinel
16,17,Astra,1.03, 15  /  14.6  /  6.2 ,49.7%,2.1%,208,0.1%,"7,003",Controller
17,18,Neon,0.99, 16  /  16.1  /  4.2 ,46.1%,1.8%,227,0.1%,"5,978",Duelist
18,19,Yoru,1.0, 15.5  /  15.5  /  4.4 ,46.9%,1.5%,218,0.1%,"4,995",Duelist
19,20,Harbor,0.91, 13.9  /  15.3  /  5.6 ,44.5%,0.8%,196,0.1%,"2,799",Controller
