,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.72, 9.6  /  13.3  /  4.9 ,49.8%,14.5%,150,0.1%,"48,399"
1,2,Reyna,0.98, 13.4  /  13.6  /  3.5 ,51.6%,10.3%,208,0.2%,"34,425"
2,3,Raze,0.87, 12.2  /  14  /  4.2 ,49.6%,8.6%,191,0.1%,"28,458"
3,4,Jett,0.94, 12  /  12.8  /  3.1 ,48.0%,7.1%,193,0.2%,"23,460"
4,5,Fade,0.68, 9.5  /  14.1  /  5.2 ,51.3%,5.9%,149,0.1%,"19,584"
5,6,Yoru,0.8, 11  /  13.8  /  3.2 ,46.9%,5.4%,168,0.1%,"17,952"
6,7,Neon,0.83, 11.3  /  13.6  /  3.2 ,46.4%,5.3%,180,0.1%,"17,697"
7,8,Sova,0.77, 10.2  /  13.3  /  4.4 ,51.6%,5.3%,163,0.1%,"17,493"
8,9,Viper,0.76, 10.3  /  13.5  /  4.2 ,54.6%,5.2%,158,0.1%,"17,289"
9,10,Omen,0.82, 11.3  /  13.7  /  3.5 ,53.5%,5.1%,169,0.1%,"16,881"
10,11,Chamber,0.98, 12.5  /  12.8  /  3.2 ,54.2%,4.5%,189,0.1%,"15,045"
11,12,Phoenix,0.89, 11.5  /  12.9  /  3.3 ,46.7%,4.4%,183,0.1%,"14,739"
12,13,Killjoy,0.71, 9.5  /  13.4  /  3.6 ,47.5%,3.7%,153,0.1%,"12,444"
13,14,Skye,0.72, 9.5  /  13.2  /  4.7 ,53.5%,3.7%,150,0.1%,"12,291"
14,15,Brimstone,0.83, 11.2  /  13.6  /  4.6 ,55.3%,3.6%,172,0.1%,"11,985"
15,16,KAY/O,0.74, 10.6  /  14.3  /  6.1 ,45.9%,2.8%,166,0.1%,"9,333"
16,17,Cypher,0.73, 9.3  /  12.7  /  3.5 ,45.9%,2.3%,153,0.1%,"7,548"
17,18,Breach,0.92, 11.5  /  12.6  /  3.6 ,49.5%,1.6%,187,0.2%,"5,457"
18,19,Astra,0.85, 10.6  /  12.5  /  3.3 ,54.5%,0.7%,169,0.1%,"2,244"
