,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.07, 17.2  /  16  /  3.6 ,49.0%,16.1%,235,0.2%,"176,652"
1,2,Reyna,1.12, 17.7  /  15.7  /  4.4 ,50.0%,10.0%,242,0.2%,"109,307"
2,3,Skye,0.94, 14.3  /  15.2  /  8 ,49.6%,7.5%,197,0.1%,"81,768"
3,4,Astra,1.04, 15.1  /  14.5  /  7.1 ,50.0%,6.7%,204,0.1%,"73,597"
4,5,Chamber,1.09, 16.3  /  15  /  2.8 ,48.1%,6.1%,217,0.2%,"66,676"
5,6,Killjoy,1.03, 14.9  /  14.5  /  3.6 ,50.4%,5.7%,205,0.1%,"62,557"
6,7,Viper,1.02, 15.1  /  14.8  /  6.2 ,50.1%,5.7%,209,0.1%,"62,500"
7,8,Fade,0.97, 14.6  /  15.1  /  6.6 ,49.5%,4.8%,200,0.1%,"52,230"
8,9,Phoenix,1.11, 17.4  /  15.6  /  5 ,51.3%,4.1%,241,0.2%,"45,462"
9,10,Gekko,0.95, 14.3  /  15  /  4.9 ,50.4%,4.0%,193,0.1%,"44,214"
10,11,Cypher,1.02, 14.9  /  14.6  /  4.7 ,51.0%,4.0%,201,0.1%,"43,472"
11,12,Deadlock,1.01, 15.3  /  15.2  /  3.9 ,48.9%,3.9%,206,0.1%,"42,374"
12,13,Raze,1.04, 16.6  /  16  /  4.8 ,50.1%,3.8%,237,0.2%,"41,199"
13,14,Harbor,0.92, 14  /  15.2  /  6.5 ,46.4%,3.3%,191,0.1%,"35,802"
14,15,Sage,0.93, 14.1  /  15.1  /  7 ,50.7%,3.1%,194,0.1%,"33,639"
15,16,Brimstone,0.97, 14.4  /  14.9  /  9.1 ,51.0%,2.7%,204,0.1%,"29,901"
16,17,Omen,0.96, 14.6  /  15.3  /  7.5 ,47.2%,2.3%,202,0.1%,"25,553"
17,18,KAY/O,0.92, 14.4  /  15.6  /  8.9 ,44.3%,1.9%,204,0.1%,"20,563"
18,19,Sova,1, 14.7  /  14.7  /  5.9 ,49.2%,1.6%,205,0.1%,"17,015"
19,20,Yoru,1.01, 16.1  /  15.9  /  4.4 ,47.2%,1.3%,220,0.2%,"13,747"
20,21,Neon,0.97, 16  /  16.5  /  4.1 ,46.8%,0.9%,223,0.2%,"9,975"
21,22,Breach,0.92, 14.3  /  15.6  /  7.2 ,47.5%,0.7%,198,0.1%,"8,195"
