,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.8, 11.3  /  14.2  /  6.5 ,50.0%,13.5%,168,0.1%,"24,724"
1,2,Reyna,1.05, 15.3  /  14.7  /  4.7 ,49.0%,11.2%,226,0.1%,"20,596"
2,3,Raze,0.93, 13.9  /  14.9  /  4.9 ,50.5%,7.2%,210,0.1%,"13,285"
3,4,Jett,0.96, 14.3  /  14.9  /  4 ,49.8%,6.1%,210,0.1%,"11,276"
4,5,Killjoy,0.89, 12.3  /  13.8  /  4.2 ,50.5%,6.0%,184,0.2%,"10,935"
5,6,Omen,0.87, 12.8  /  14.7  /  5 ,48.0%,5.7%,187,0.1%,"10,443"
6,7,Fade,0.81, 11.9  /  14.6  /  6 ,48.0%,5.3%,178,0.1%,"9,735"
7,8,Brimstone,0.88, 12.7  /  14.5  /  6.3 ,49.2%,4.9%,189,0.1%,"8,945"
8,9,Neon,0.9, 13.8  /  15.3  /  4.3 ,48.9%,4.6%,205,0.1%,"8,404"
9,10,Phoenix,0.94, 13.9  /  14.7  /  4.5 ,46.5%,4.5%,205,0.1%,"8,279"
10,11,Viper,0.84, 12.2  /  14.5  /  5.1 ,48.5%,4.3%,181,0.1%,"7,943"
11,12,Sova,0.83, 12.1  /  14.6  /  5 ,47.6%,4.3%,180,0.1%,"7,939"
12,13,Skye,0.81, 11.8  /  14.6  /  7.1 ,48.3%,4.3%,175,0.1%,"7,875"
13,14,Yoru,0.88, 13.2  /  15  /  4.3 ,45.9%,4.3%,191,0.1%,"7,861"
14,15,KAY/O,0.8, 11.9  /  14.9  /  7.8 ,46.7%,3.7%,180,0.1%,"6,720"
15,16,Cypher,0.89, 12.6  /  14.2  /  4.8 ,48.5%,3.0%,182,0.2%,"5,555"
16,17,Breach,0.86, 12.7  /  14.8  /  5.6 ,50.2%,2.8%,187,0.1%,"5,100"
17,18,Chamber,0.94, 13.6  /  14.5  /  3.5 ,46.6%,2.3%,195,0.1%,"4,224"
18,19,Harbor,0.8, 11.9  /  14.8  /  5.2 ,47.5%,1.3%,175,0.1%,"2,364"
19,20,Astra,0.89, 12.6  /  14.1  /  4.8 ,50.5%,0.6%,181,0.1%,"1,187"
