,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.16, 17.8  /  15.3  /  4.5 ,50.4%,11.8%,250,0.2%,"565,804",Duelist
1,2,Sage,0.91, 13.4  /  14.7  /  7.3 ,50.6%,10.6%,190,0.1%,"509,500",Sentinel
2,3,Omen,1.0, 15  /  15  /  6.4 ,48.9%,9.2%,209,0.1%,"441,094",Controller
3,4,Jett,1.09, 17.1  /  15.6  /  4 ,49.4%,8.2%,241,0.2%,"394,448",Duelist
4,5,Raze,1.06, 16.5  /  15.6  /  5 ,50.0%,7.9%,242,0.2%,"379,537",Duelist
5,6,Skye,0.93, 13.8  /  14.8  /  7.7 ,49.4%,6.3%,196,0.1%,"304,322",Initiator
6,7,Killjoy,1.0, 14.2  /  14.3  /  4 ,50.0%,5.0%,202,0.1%,"240,803",Sentinel
7,8,Brimstone,0.97, 14.3  /  14.8  /  8 ,49.9%,5.0%,207,0.1%,"239,225",Controller
8,9,Deadlock,0.99, 14.7  /  14.9  /  4 ,48.7%,4.8%,211,0.1%,"232,442",Sentinel
9,10,Cypher,1.01, 14.5  /  14.3  /  4.9 ,49.3%,4.2%,202,0.1%,"203,816",Sentinel
10,11,Phoenix,1.1, 16.7  /  15.2  /  4.7 ,49.9%,3.3%,238,0.2%,"160,620",Duelist
11,12,Gekko,0.93, 13.9  /  15  /  4.7 ,49.3%,3.2%,194,0.1%,"152,461",Initiator
12,13,Viper,0.99, 14.4  /  14.6  /  5.4 ,48.8%,2.6%,204,0.1%,"124,935",Controller
13,14,Chamber,1.07, 15.8  /  14.8  /  3.2 ,47.9%,2.5%,218,0.2%,"121,425",Sentinel
14,15,Breach,0.94, 14.4  /  15.3  /  6.1 ,48.4%,2.5%,204,0.1%,"117,798",Initiator
15,16,Sova,0.97, 14.3  /  14.8  /  5.3 ,48.2%,2.4%,204,0.1%,"114,815",Initiator
16,17,KAY/O,0.9, 13.9  /  15.4  /  8.2 ,46.0%,2.3%,200,0.1%,"110,681",Initiator
17,18,Fade,0.93, 13.9  /  14.9  /  6 ,48.7%,2.3%,196,0.1%,"109,009",Initiator
18,19,Neon,0.99, 15.9  /  16  /  4.2 ,47.3%,1.8%,226,0.2%,"88,560",Duelist
19,20,Astra,1.04, 15  /  14.5  /  6 ,49.0%,1.8%,209,0.1%,"85,969",Controller
20,21,Yoru,1.01, 15.5  /  15.4  /  4.3 ,46.6%,1.7%,218,0.1%,"80,704",Duelist
21,22,Harbor,0.91, 13.8  /  15.2  /  5.6 ,45.3%,0.6%,194,0.1%,"28,188",Controller
