,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.06, 17.3  /  16.3  /  3.5 ,48.7%,14.1%,236,0.2%,"229,500"
1,2,Chamber,1.11, 16.9  /  15.1  /  2.7 ,49.4%,13.3%,224,0.2%,"216,546"
2,3,Reyna,1.1, 17.4  /  15.9  /  4.1 ,49.6%,10.0%,238,0.2%,"163,251"
3,4,Sova,1, 14.8  /  14.8  /  5.8 ,50.2%,7.7%,203,0.1%,"126,174"
4,5,Viper,1, 14.8  /  14.9  /  5.6 ,50.9%,6.8%,202,0.1%,"110,364"
5,6,Raze,1.04, 17  /  16.3  /  4.8 ,48.7%,6.0%,241,0.2%,"98,226"
6,7,Fade,0.96, 14.6  /  15.2  /  6.6 ,49.1%,5.7%,199,0.1%,"93,636"
7,8,Brimstone,1, 14.9  /  14.8  /  8.3 ,52.8%,5.4%,206,0.1%,"88,077"
8,9,Sage,0.97, 14.4  /  14.8  /  6.6 ,52.3%,5.0%,198,0.1%,"81,192"
9,10,Omen,0.98, 14.9  /  15.1  /  7.5 ,49.4%,4.2%,202,0.1%,"68,442"
10,11,Cypher,1, 14.9  /  14.9  /  4.5 ,48.0%,3.7%,201,0.1%,"60,231"
11,12,KAY/O,0.92, 14.6  /  15.8  /  8.9 ,47.2%,3.2%,202,0.1%,"51,918"
12,13,Phoenix,1.12, 17.7  /  15.7  /  4.4 ,52.4%,2.8%,242,0.2%,"45,645"
13,14,Breach,0.92, 14.1  /  15.4  /  7.6 ,48.9%,2.4%,195,0.1%,"39,933"
14,15,Skye,0.95, 14.5  /  15.3  /  7 ,49.7%,2.4%,199,0.1%,"38,454"
15,16,Killjoy,1.06, 15.2  /  14.3  /  3.5 ,50.1%,2.3%,208,0.1%,"36,975"
16,17,Astra,1.02, 14.9  /  14.6  /  6.3 ,49.8%,2.2%,200,0.1%,"36,363"
17,18,Neon,0.98, 16.3  /  16.7  /  4 ,45.1%,1.2%,229,0.2%,"19,584"
18,19,Yoru,1.02, 16.3  /  15.9  /  4.3 ,45.5%,1.0%,225,0.2%,"16,269"
19,20,Harbor,0.9, 13.7  /  15.1  /  4.6 ,38.4%,0.6%,190,0.1%,"9,435"
