,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.82, 11.8  /  14.4  /  6.8 ,49.8%,13.4%,173,0.1%,"30,320"
1,2,Reyna,1.09, 16.1  /  14.9  /  4.8 ,49.5%,11.3%,235,0.1%,"25,507"
2,3,Raze,0.97, 14.7  /  15.1  /  4.9 ,49.5%,6.5%,220,0.1%,"14,590"
3,4,Jett,1, 15.1  /  15.1  /  4 ,48.6%,6.3%,219,0.1%,"14,144"
4,5,Killjoy,0.92, 12.7  /  13.8  /  4.3 ,50.7%,6.3%,189,0.2%,"14,138"
5,6,Omen,0.91, 13.5  /  14.8  /  5.3 ,48.6%,5.9%,194,0.1%,"13,297"
6,7,Fade,0.86, 12.6  /  14.7  /  6.3 ,48.8%,5.8%,185,0.1%,"13,089"
7,8,Viper,0.9, 13  /  14.4  /  5.5 ,49.9%,5.2%,189,0.1%,"11,647"
8,9,Skye,0.85, 12.5  /  14.7  /  7.6 ,49.7%,4.3%,184,0.1%,"9,719"
9,10,Sova,0.9, 12.9  /  14.4  /  5.2 ,47.9%,4.2%,191,0.1%,"9,540"
10,11,Phoenix,1.01, 14.9  /  14.7  /  4.6 ,50.3%,4.2%,218,0.1%,"9,539"
11,12,Brimstone,0.91, 13.2  /  14.5  /  6.7 ,50.3%,4.0%,196,0.1%,"9,107"
12,13,KAY/O,0.83, 12.4  /  15  /  7.9 ,47.5%,3.8%,186,0.1%,"8,671"
13,14,Neon,0.95, 14.6  /  15.4  /  4.2 ,48.7%,3.8%,214,0.1%,"8,572"
14,15,Yoru,0.92, 13.9  /  15.1  /  4.3 ,46.4%,3.7%,202,0.1%,"8,334"
15,16,Cypher,0.92, 12.9  /  14  /  5 ,50.1%,3.4%,185,0.2%,"7,692"
16,17,Chamber,0.98, 14.2  /  14.4  /  3.5 ,47.1%,2.9%,200,0.1%,"6,512"
17,18,Harbor,0.83, 12.2  /  14.7  /  5.5 ,49.2%,1.9%,179,0.1%,"4,254"
18,19,Breach,0.88, 13.3  /  15.1  /  5.8 ,49.6%,1.8%,194,0.1%,"4,093"
19,20,Astra,0.95, 13.3  /  14  /  5.3 ,49.8%,1.2%,191,0.1%,"2,776"
