,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.8  /  16.3  /  3.5 ,49.7%,14.8%,241,0.1%,"80,735"
1,2,Raze,1.05, 17.3  /  16.5  /  4.9 ,50.6%,13.9%,247,0.1%,"75,594"
2,3,Skye,0.97, 14.7  /  15.2  /  8.3 ,49.7%,12.5%,200,0.1%,"67,921"
3,4,Omen,1.01, 15.2  /  15.1  /  8.8 ,48.8%,12.0%,206,0.1%,"65,112"
4,5,Sage,0.99, 15.1  /  15.1  /  7.5 ,51.2%,11.4%,206,0.1%,"61,804"
5,6,Cypher,1.03, 15.2  /  14.8  /  4.3 ,49.3%,6.9%,202,0.1%,"37,338"
6,7,Reyna,1.13, 17.9  /  15.8  /  4.2 ,50.9%,6.0%,244,0.1%,"32,894"
7,8,Killjoy,1.06, 15.5  /  14.6  /  3.4 ,49.7%,5.8%,210,0.1%,"31,728"
8,9,Astra,1.06, 15.5  /  14.7  /  7.7 ,49.8%,5.1%,208,0.1%,"27,643"
9,10,Chamber,1.1, 16.8  /  15.3  /  2.6 ,47.5%,2.5%,222,0.1%,"13,493"
10,11,Breach,0.97, 14.8  /  15.3  /  8.2 ,48.5%,1.6%,201,0.1%,"8,565"
11,12,Brimstone,1.01, 15.3  /  15.1  /  10.6 ,52.3%,1.6%,214,0.1%,"8,513"
12,13,Viper,1.06, 16.1  /  15.2  /  5.7 ,47.7%,1.2%,221,0.1%,"6,372"
13,14,Gekko,0.98, 14.9  /  15.2  /  4.8 ,49.3%,1.0%,199,0.1%,"5,545"
14,15,Phoenix,1.11, 17.5  /  15.8  /  4.7 ,50.6%,0.9%,240,0.1%,"4,722"
15,16,Yoru,1.03, 16.5  /  16  /  4.8 ,48.3%,0.8%,224,0.1%,"4,579"
16,17,KAY/O,0.95, 15  /  15.8  /  9.4 ,43.0%,0.8%,211,0.1%,"4,247"
17,18,Fade,0.99, 15.2  /  15.4  /  6.4 ,48.9%,0.6%,206,0.1%,"3,256"
18,19,Neon,0.95, 15.9  /  16.7  /  4.3 ,46.8%,0.4%,219,0.1%,"2,129"
19,20,Sova,1.03, 15.4  /  15  /  5.9 ,48.7%,0.2%,215,0.1%,"1,261"
20,21,Harbor,0.9, 13.8  /  15.3  /  6.4 ,41.8%,0.1%,191,651,
