,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.2  /  16  /  3.6 ,49.0%,17.1%,236,0.1%,"344,330",Duelist
1,2,Reyna,1.12, 17.7  /  15.8  /  4.4 ,49.7%,9.2%,243,0.1%,"184,617",Duelist
2,3,Killjoy,1.05, 15.1  /  14.4  /  3.7 ,50.4%,7.5%,206,0.1%,"151,771",Sentinel
3,4,Viper,1.03, 15.2  /  14.8  /  6.4 ,50.0%,7.2%,211,0.1%,"145,858",Controller
4,5,Skye,0.95, 14.5  /  15.2  /  8.2 ,49.7%,6.6%,200,0.1%,"133,679",Initiator
5,6,Astra,1.04, 15.1  /  14.5  /  7.1 ,50.0%,6.2%,205,0.1%,"124,036",Controller
6,7,Fade,0.97, 14.7  /  15.2  /  6.7 ,49.2%,5.9%,201,0.1%,"118,193",Initiator
7,8,Gekko,0.96, 14.5  /  15.1  /  5 ,50.0%,5.4%,195,0.1%,"108,942",Initiator
8,9,Cypher,1.02, 15  /  14.7  /  4.7 ,49.8%,5.1%,202,0.1%,"101,957",Sentinel
9,10,Chamber,1.09, 16.4  /  15.1  /  2.8 ,47.5%,4.6%,218,0.1%,"92,072",Sentinel
10,11,Harbor,0.92, 14.1  /  15.3  /  6.7 ,47.1%,4.6%,193,0.1%,"91,890",Controller
11,12,Phoenix,1.11, 17.4  /  15.7  /  5.1 ,51.4%,4.3%,242,0.1%,"86,806",Duelist
12,13,Raze,1.04, 16.7  /  16  /  4.8 ,50.2%,3.5%,238,0.1%,"70,184",Duelist
13,14,Sage,0.95, 14.3  /  15.1  /  7.1 ,50.6%,3.4%,197,0.1%,"68,667",Sentinel
14,15,Brimstone,0.97, 14.5  /  14.9  /  9.2 ,51.9%,2.2%,205,0.1%,"43,849",Controller
15,16,KAY/O,0.92, 14.5  /  15.7  /  9.2 ,44.3%,2.1%,204,0.1%,"43,230",Initiator
16,17,Omen,0.96, 14.8  /  15.3  /  7.5 ,47.3%,1.4%,203,0.1%,"27,758",Controller
17,18,Sova,1.01, 14.9  /  14.7  /  6 ,49.9%,1.3%,207,0.1%,"25,919",Initiator
18,19,Yoru,1.02, 16.1  /  15.8  /  4.6 ,48.3%,1.2%,222,0.1%,"23,438",Duelist
19,20,Neon,0.97, 16.1  /  16.6  /  4.2 ,47.0%,0.9%,224,0.1%,"17,630",Duelist
20,21,Breach,0.92, 14.4  /  15.6  /  7.3 ,45.0%,0.5%,199,0.1%,"9,812",Initiator
