,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Raze,1.06, 16.9  /  16  /  4.8 ,49.7%,11.5%,242,0.2%,"250,371"
1,2,Brimstone,0.98, 14.5  /  14.8  /  8.2 ,50.7%,10.1%,203,0.1%,"219,282"
2,3,Reyna,1.14, 17.8  /  15.6  /  4.2 ,49.9%,9.8%,244,0.2%,"211,742"
3,4,Jett,1.09, 17.3  /  15.9  /  3.5 ,48.8%,9.7%,237,0.2%,"210,585"
4,5,Skye,0.95, 14.3  /  15  /  7.4 ,49.6%,9.6%,197,0.1%,"209,356"
5,6,Omen,0.97, 14.8  /  15.2  /  7 ,47.3%,5.9%,202,0.1%,"128,855"
6,7,Sage,0.92, 13.7  /  14.9  /  6.7 ,50.9%,5.7%,189,0.1%,"123,767"
7,8,Cypher,0.99, 14.3  /  14.5  /  4.5 ,48.7%,4.9%,193,0.1%,"106,223"
8,9,Deadlock,0.99, 14.9  /  15.1  /  3.8 ,49.0%,4.8%,208,0.1%,"104,735"
9,10,Chamber,1.09, 16.1  /  14.8  /  2.7 ,48.8%,4.8%,215,0.2%,"103,168"
10,11,Killjoy,0.98, 14  /  14.4  /  3.5 ,49.4%,4.0%,194,0.1%,"86,384"
11,12,Sova,1.01, 14.7  /  14.6  /  5.6 ,50.0%,3.1%,205,0.1%,"66,482"
12,13,Phoenix,1.11, 17.2  /  15.5  /  4.3 ,50.3%,2.7%,238,0.2%,"59,136"
13,14,Fade,0.96, 14.4  /  15  /  6.2 ,49.3%,2.3%,198,0.1%,"49,876"
14,15,Viper,1.01, 14.9  /  14.7  /  5.5 ,49.2%,2.0%,206,0.1%,"44,064"
15,16,Gekko,0.94, 14.2  /  15.1  /  4.6 ,49.3%,1.9%,192,0.1%,"42,094"
16,17,Breach,0.93, 14.4  /  15.5  /  6.4 ,47.1%,1.6%,199,0.1%,"35,507"
17,18,Yoru,1.03, 16.3  /  15.8  /  4.1 ,47.4%,1.5%,224,0.2%,"32,081"
18,19,Astra,1.02, 15  /  14.7  /  6.3 ,48.3%,1.4%,203,0.1%,"31,392"
19,20,KAY/O,0.91, 14.2  /  15.5  /  8.5 ,45.5%,1.4%,201,0.1%,"30,937"
20,21,Neon,0.97, 15.9  /  16.3  /  3.9 ,46.0%,0.7%,221,0.2%,"15,276"
21,22,Harbor,0.92, 14.1  /  15.2  /  5.7 ,45.6%,0.4%,192,0.1%,"9,326"
