,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.1, 17.5  /  15.9  /  3.7 ,49.4%,13.2%,239,0.1%,"577,783"
1,2,Brimstone,0.99, 14.7  /  14.8  /  9.1 ,51.1%,12.2%,206,0.1%,"534,230"
2,3,Breach,0.94, 14.4  /  15.3  /  7.3 ,49.2%,10.6%,198,0.1%,"465,992"
3,4,Reyna,1.15, 17.8  /  15.6  /  4.4 ,50.4%,9.2%,244,0.1%,"404,164"
4,5,Killjoy,1.02, 14.7  /  14.4  /  3.8 ,50.3%,8.4%,201,0.1%,"368,850"
5,6,Raze,1.05, 16.7  /  15.9  /  4.7 ,49.5%,7.1%,238,0.1%,"312,124"
6,7,Sage,0.93, 13.9  /  14.9  /  6.9 ,50.2%,5.0%,192,0.1%,"217,506"
7,8,Cypher,1.01, 14.9  /  14.7  /  4.8 ,49.3%,4.6%,201,0.1%,"200,414"
8,9,Chamber,1.09, 16.4  /  15.1  /  2.9 ,48.0%,4.1%,219,0.1%,"178,544"
9,10,Skye,0.95, 14.3  /  15.1  /  7.5 ,49.1%,3.7%,197,0.1%,"161,600"
10,11,Viper,0.99, 14.7  /  14.9  /  5.8 ,48.3%,3.3%,203,0.1%,"145,700"
11,12,Fade,0.96, 14.4  /  15  /  6.3 ,49.3%,2.8%,198,0.1%,"122,163"
12,13,Gekko,0.94, 14.2  /  15.1  /  4.8 ,49.7%,2.7%,192,0.1%,"118,972"
13,14,Omen,0.96, 14.6  /  15.3  /  7.2 ,45.6%,2.7%,201,0.1%,"116,631"
14,15,Neon,1, 16.5  /  16.4  /  4.3 ,48.2%,2.4%,229,0.1%,"103,175"
15,16,KAY/O,0.92, 14.3  /  15.6  /  9.2 ,45.6%,2.3%,203,0.1%,"102,796"
16,17,Phoenix,1.11, 17  /  15.4  /  4.6 ,50.1%,2.1%,236,0.1%,"91,234"
17,18,Astra,1.02, 15.1  /  14.8  /  6.7 ,47.4%,1.1%,206,0.1%,"47,921"
18,19,Yoru,1.01, 15.8  /  15.7  /  4.6 ,46.6%,1.0%,218,0.1%,"42,701"
19,20,Sova,0.97, 14.5  /  14.9  /  5.5 ,47.6%,0.9%,202,0.1%,"39,154"
20,21,Harbor,0.91, 14  /  15.3  /  6.1 ,43.3%,0.6%,191,0.1%,"27,413"
