,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.4  /  16  /  3.8 ,50.1%,11.8%,240,0.1%,"23,304",Duelist
1,2,Reyna,1.13, 17.8  /  15.8  /  4.7 ,50.7%,10.6%,246,0.1%,"20,840",Duelist
2,3,Killjoy,1.01, 14.5  /  14.3  /  3.9 ,50.2%,10.5%,201,0.2%,"20,783",Sentinel
3,4,Omen,0.98, 14.9  /  15.2  /  8.1 ,48.4%,9.5%,206,0.1%,"18,699",Controller
4,5,Sova,1.02, 14.9  /  14.7  /  6 ,50.4%,7.8%,209,0.2%,"15,390",Initiator
5,6,Sage,0.94, 14  /  14.9  /  7.2 ,50.9%,7.5%,194,0.1%,"14,823",Sentinel
6,7,Brimstone,0.97, 14.6  /  15  /  9.4 ,51.5%,5.9%,207,0.1%,"11,623",Controller
7,8,Gekko,0.95, 14.4  /  15.2  /  5.1 ,48.9%,5.8%,196,0.1%,"11,504",Initiator
8,9,Raze,1.04, 16.7  /  16  /  5.2 ,50.1%,5.4%,241,0.1%,"10,665",Duelist
9,10,KAY/O,0.93, 14.4  /  15.6  /  8.9 ,46.7%,3.8%,204,0.1%,"7,428",Initiator
10,11,Phoenix,1.11, 17.4  /  15.6  /  4.9 ,51.5%,3.3%,243,0.1%,"6,527",Duelist
11,12,Fade,0.95, 14.4  /  15.1  /  6.5 ,49.3%,3.0%,199,0.1%,"5,896",Initiator
12,13,Cypher,0.99, 14.7  /  14.8  /  5.1 ,48.4%,2.9%,199,0.2%,"5,809",Sentinel
13,14,Skye,0.93, 14.3  /  15.3  /  7.8 ,49.4%,2.7%,199,0.1%,"5,395",Initiator
14,15,Chamber,1.07, 16.3  /  15.2  /  3 ,48.5%,2.2%,220,0.1%,"4,320",Sentinel
15,16,Astra,1.03, 15.2  /  14.8  /  7.4 ,48.9%,2.1%,208,0.1%,"4,182",Controller
16,17,Breach,0.92, 14.3  /  15.5  /  6.9 ,47.5%,1.4%,201,0.1%,"2,755",Initiator
17,18,Viper,0.99, 14.8  /  14.9  /  5.9 ,48.4%,1.3%,204,0.2%,"2,538",Controller
18,19,Neon,0.99, 16.3  /  16.5  /  4.2 ,45.7%,1.0%,226,0.1%,"1,966",Duelist
19,20,Yoru,1.02, 16.1  /  15.8  /  4.5 ,48.6%,1.0%,221,0.1%,"1,957",Duelist
20,21,Harbor,0.93, 14.4  /  15.5  /  6.1 ,45.4%,0.6%,197,0.1%,"1,102",Controller
