,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.85, 12.3  /  14.5  /  7 ,50.4%,11.8%,178,0.1%,"362,965"
1,2,Reyna,1.08, 16.4  /  15.1  /  4.6 ,49.9%,11.0%,235,0.2%,"340,094"
2,3,Omen,0.94, 14.1  /  14.9  /  5.8 ,48.9%,8.4%,200,0.1%,"258,565"
3,4,Raze,0.98, 15.1  /  15.4  /  5.1 ,49.9%,7.4%,226,0.2%,"228,660"
4,5,Jett,1.01, 15.5  /  15.4  /  4 ,48.5%,6.0%,223,0.2%,"185,123"
5,6,Skye,0.86, 12.7  /  14.7  /  7.7 ,49.4%,5.8%,185,0.1%,"180,019"
6,7,Deadlock,0.93, 13.7  /  14.8  /  4.1 ,48.9%,5.5%,201,0.1%,"168,294"
7,8,Killjoy,0.94, 13.3  /  14.1  /  4.1 ,50.6%,4.9%,192,0.1%,"150,505"
8,9,Brimstone,0.92, 13.5  /  14.7  /  7.2 ,49.8%,4.6%,198,0.1%,"143,104"
9,10,Gekko,0.86, 12.8  /  14.9  /  4.7 ,48.8%,4.2%,183,0.1%,"129,939"
10,11,Phoenix,1.01, 15.2  /  15  /  4.6 ,49.1%,3.7%,221,0.2%,"113,149"
11,12,Cypher,0.95, 13.6  /  14.2  /  5 ,49.1%,3.7%,192,0.1%,"112,775"
12,13,Viper,0.92, 13.3  /  14.5  /  5.2 ,48.9%,3.1%,192,0.1%,"95,501"
13,14,Sova,0.9, 13.1  /  14.6  /  5.1 ,47.8%,2.9%,192,0.1%,"88,995"
14,15,Fade,0.86, 12.8  /  14.9  /  5.9 ,48.3%,2.9%,185,0.1%,"88,874"
15,16,Neon,0.93, 14.6  /  15.7  /  4.2 ,47.5%,2.8%,212,0.2%,"85,820"
16,17,Yoru,0.94, 14.2  /  15.2  /  4.3 ,46.9%,2.6%,204,0.1%,"81,568"
17,18,KAY/O,0.84, 12.8  /  15.2  /  7.8 ,46.1%,2.5%,189,0.1%,"76,858"
18,19,Chamber,0.99, 14.6  /  14.7  /  3.4 ,48.1%,2.2%,205,0.2%,"67,969"
19,20,Breach,0.9, 13.7  /  15.2  /  5.8 ,48.7%,2.1%,196,0.1%,"65,956"
20,21,Astra,0.96, 13.9  /  14.4  /  5.5 ,48.9%,1.1%,197,0.1%,"34,950"
21,22,Harbor,0.85, 12.8  /  15.1  /  5.3 ,46.1%,0.8%,184,0.1%,"25,372"
