,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.3  /  15.8  /  3.8 ,48.7%,11.6%,240,0.1%,"29,580",Duelist
1,2,Reyna,1.14, 17.9  /  15.7  /  4.5 ,50.5%,11.5%,248,0.1%,"29,118",Duelist
2,3,Omen,0.99, 14.9  /  15.1  /  7.1 ,48.8%,10.3%,207,0.1%,"26,245",Controller
3,4,Sage,0.92, 13.7  /  14.9  /  7.1 ,50.6%,9.9%,191,0.1%,"25,058",Sentinel
4,5,Sova,1.0, 14.8  /  14.7  /  5.6 ,50.9%,6.6%,206,0.1%,"16,708",Initiator
5,6,Killjoy,1.0, 14.3  /  14.3  /  3.7 ,50.3%,6.6%,200,0.2%,"16,698",Sentinel
6,7,Brimstone,0.96, 14.3  /  14.8  /  8.5 ,51.4%,5.7%,204,0.1%,"14,615",Controller
7,8,Raze,1.04, 16.6  /  15.9  /  4.7 ,49.8%,5.6%,238,0.1%,"14,256",Duelist
8,9,Skye,0.94, 14.3  /  15.2  /  7.5 ,49.8%,4.3%,199,0.1%,"11,056",Initiator
9,10,Phoenix,1.11, 17.3  /  15.6  /  4.6 ,50.2%,4.1%,242,0.1%,"10,422",Duelist
10,11,Cypher,1.0, 14.7  /  14.7  /  4.9 ,49.2%,3.9%,201,0.2%,"10,027",Sentinel
11,12,Fade,0.94, 14.2  /  15.1  /  6.5 ,49.2%,3.9%,199,0.1%,"9,951",Initiator
12,13,Breach,0.94, 14.4  /  15.4  /  6.6 ,47.8%,3.3%,202,0.1%,"8,303",Initiator
13,14,KAY/O,0.91, 14  /  15.5  /  8.8 ,46.3%,3.0%,202,0.1%,"7,695",Initiator
14,15,Chamber,1.07, 15.9  /  14.9  /  3 ,48.2%,3.0%,216,0.1%,"7,531",Sentinel
15,16,Astra,1.03, 15.2  /  14.7  /  6.4 ,50.2%,1.9%,207,0.2%,"4,888",Controller
16,17,Neon,0.97, 16  /  16.4  /  4.2 ,46.8%,1.5%,225,0.1%,"3,848",Duelist
17,18,Yoru,1.01, 15.8  /  15.7  /  4.3 ,48.4%,1.3%,220,0.1%,"3,258",Duelist
18,19,Viper,0.96, 14.3  /  14.9  /  5.7 ,47.3%,1.3%,201,0.2%,"3,219",Controller
19,20,Harbor,0.92, 14.1  /  15.3  /  5.7 ,40.3%,0.7%,196,0.1%,"1,716",Controller
