,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.14, 17.2  /  15.1  /  4.7 ,50.2%,11.6%,245,0.2%,"466,860",Duelist
1,2,Sage,0.86, 12.5  /  14.6  /  6.9 ,49.9%,10.0%,180,0.1%,"399,297",Sentinel
2,3,Jett,1.06, 16.3  /  15.3  /  4 ,49.3%,7.3%,232,0.2%,"294,535",Duelist
3,4,Omen,0.95, 14.2  /  14.9  /  5.9 ,48.4%,6.5%,201,0.1%,"261,993",Controller
4,5,Raze,1.01, 15.5  /  15.3  /  5 ,49.8%,5.7%,230,0.2%,"228,024",Duelist
5,6,Skye,0.89, 13.2  /  14.7  /  7.7 ,49.3%,5.6%,190,0.1%,"225,156",Initiator
6,7,Killjoy,0.96, 13.4  /  14  /  4.1 ,50.7%,4.9%,194,0.1%,"197,067",Sentinel
7,8,Deadlock,0.95, 14.1  /  14.8  /  4.1 ,49.4%,4.8%,203,0.1%,"192,774",Sentinel
8,9,Brimstone,0.94, 13.8  /  14.6  /  7.4 ,50.7%,4.6%,200,0.1%,"184,420",Controller
9,10,Gekko,0.9, 13.3  /  14.7  /  5 ,50.5%,4.5%,188,0.1%,"179,515",Initiator
10,11,Viper,0.96, 13.8  /  14.4  /  5.7 ,49.5%,4.3%,198,0.1%,"174,113",Controller
11,12,Phoenix,1.07, 15.9  /  14.9  /  4.7 ,49.8%,3.7%,229,0.2%,"149,147",Duelist
12,13,Chamber,1.06, 15.2  /  14.4  /  3.4 ,48.5%,3.5%,211,0.2%,"140,528",Sentinel
13,14,Fade,0.9, 13.3  /  14.8  /  6.3 ,49.2%,3.4%,191,0.1%,"138,185",Initiator
14,15,Cypher,0.97, 13.7  /  14.1  /  5 ,49.4%,3.2%,193,0.1%,"130,270",Sentinel
15,16,Sova,0.93, 13.5  /  14.5  /  5.5 ,48.3%,2.9%,196,0.1%,"117,554",Initiator
16,17,Neon,0.98, 15.4  /  15.7  /  4.3 ,48.6%,2.6%,222,0.2%,"105,418",Duelist
17,18,KAY/O,0.87, 13.2  /  15.2  /  8 ,46.2%,2.6%,194,0.1%,"102,770",Initiator
18,19,Yoru,0.97, 14.8  /  15.2  /  4.4 ,46.9%,2.4%,211,0.1%,"97,527",Duelist
19,20,Harbor,0.88, 13.1  /  14.9  /  5.9 ,47.5%,2.0%,186,0.1%,"80,459",Controller
20,21,Breach,0.92, 13.9  /  15.1  /  6 ,48.9%,1.9%,200,0.1%,"76,458",Initiator
21,22,Astra,1.01, 14.2  /  14.1  /  5.9 ,49.9%,1.7%,200,0.1%,"69,419",Controller
