,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.89, 13.1  /  14.7  /  7 ,50.2%,12.0%,187,0.1%,"32,993",Sentinel
1,2,Reyna,1.14, 17.4  /  15.3  /  4.6 ,50.3%,11.9%,248,0.1%,"32,663",Duelist
2,3,Omen,0.98, 14.7  /  15  /  6.2 ,48.9%,8.7%,208,0.1%,"23,880",Controller
3,4,Jett,1.08, 16.7  /  15.4  /  4 ,49.9%,7.6%,239,0.1%,"21,025",Duelist
4,5,Killjoy,0.97, 13.7  /  14.1  /  4 ,50.4%,6.7%,196,0.2%,"18,364",Sentinel
5,6,Raze,1.04, 16.1  /  15.5  /  4.9 ,48.5%,5.9%,236,0.1%,"16,282",Duelist
6,7,Brimstone,0.95, 14.1  /  14.8  /  7.6 ,50.3%,5.5%,204,0.1%,"15,119",Controller
7,8,Gekko,0.94, 13.9  /  14.8  /  5 ,50.2%,4.8%,197,0.1%,"13,292",Initiator
8,9,Sova,0.97, 14.2  /  14.6  /  5.4 ,48.5%,4.7%,203,0.1%,"12,837",Initiator
9,10,Skye,0.93, 13.8  /  14.9  /  7.4 ,49.1%,4.0%,198,0.1%,"11,015",Initiator
10,11,Phoenix,1.11, 16.8  /  15.2  /  4.6 ,51.3%,3.8%,240,0.1%,"10,554",Duelist
11,12,Fade,0.92, 13.9  /  15  /  6.4 ,49.2%,3.8%,198,0.1%,"10,358",Initiator
12,13,Cypher,0.99, 14.1  /  14.3  /  5 ,49.7%,3.2%,198,0.2%,"8,935",Sentinel
13,14,KAY/O,0.89, 13.7  /  15.4  /  8.4 ,45.6%,3.1%,201,0.1%,"8,422",Initiator
14,15,Viper,0.95, 14  /  14.6  /  5.5 ,48.0%,2.6%,200,0.1%,"7,081",Controller
15,16,Neon,0.98, 15.8  /  16.1  /  4.3 ,48.0%,2.5%,226,0.1%,"6,913",Duelist
16,17,Chamber,1.06, 15.7  /  14.8  /  3.3 ,47.2%,2.4%,216,0.1%,"6,740",Sentinel
17,18,Breach,0.94, 14.5  /  15.5  /  6.1 ,48.2%,2.3%,205,0.1%,"6,442",Initiator
18,19,Yoru,0.98, 15.2  /  15.5  /  4.3 ,46.3%,2.2%,215,0.1%,"6,177",Duelist
19,20,Astra,1.01, 14.6  /  14.5  /  5.7 ,47.8%,1.2%,203,0.1%,"3,409",Controller
20,21,Harbor,0.9, 13.8  /  15.3  /  5.7 ,42.9%,1.0%,195,0.1%,"2,705",Controller
