,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.11, 17.3  /  15.7  /  3.7 ,50.1%,13.9%,244,0.2%,"952,272"
1,2,Sage,0.94, 13.8  /  14.6  /  6.9 ,51.2%,13.8%,195,0.1%,"947,223"
2,3,Reyna,1.11, 17.3  /  15.5  /  4.5 ,49.3%,13.0%,245,0.2%,"894,948"
3,4,Omen,0.97, 14.8  /  15.2  /  3.8 ,49.3%,10.7%,205,0.1%,"735,012"
4,5,Raze,1.05, 16.4  /  15.7  /  4.9 ,50.8%,9.8%,242,0.2%,"674,475"
5,6,Sova,0.99, 14.2  /  14.4  /  6.2 ,50.3%,7.4%,206,0.1%,"509,847"
6,7,Killjoy,0.97, 13.8  /  14.3  /  3.9 ,51.1%,7.2%,198,0.1%,"495,669"
7,8,Brimstone,0.96, 14.4  /  15  /  5.2 ,50.9%,5.3%,205,0.1%,"363,681"
8,9,Phoenix,1.06, 16.5  /  15.5  /  4.4 ,49.5%,5.3%,235,0.2%,"361,590"
9,10,Cypher,0.97, 14.1  /  14.5  /  4.8 ,48.9%,4.7%,197,0.1%,"321,402"
10,11,Breach,0.89, 13.8  /  15.5  /  5.9 ,45.1%,3.2%,197,0.1%,"220,473"
11,12,Viper,0.97, 14.2  /  14.6  /  4.5 ,48.8%,2.2%,202,0.1%,"147,798"
12,13,Astra,0.97, 14.2  /  14.7  /  4.1 ,45.0%,1.4%,199,0.1%,"95,370"
13,14,Skye,0.92, 13.8  /  15  /  4.6 ,45.9%,1.2%,196,0.1%,"81,753"
14,15,Yoru,0.91, 14.3  /  15.6  /  3.9 ,44.5%,1.1%,204,0.2%,"72,675"
