,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.95, 14.2  /  14.9  /  7.6 ,50.8%,12.1%,197,0.1%,"672,432"
1,2,Jett,1.07, 17.3  /  16.1  /  3.8 ,48.7%,11.1%,239,0.1%,"621,480"
2,3,Omen,0.99, 15.1  /  15.2  /  7.5 ,48.9%,10.2%,207,0.1%,"569,683"
3,4,Raze,1.05, 16.9  /  16.1  /  4.9 ,49.8%,10.0%,244,0.1%,"556,181"
4,5,Reyna,1.13, 17.7  /  15.7  /  4.5 ,49.6%,9.2%,245,0.1%,"515,082"
5,6,Skye,0.96, 14.4  /  15.1  /  8 ,49.8%,7.6%,199,0.1%,"424,663"
6,7,Killjoy,1.01, 14.6  /  14.5  /  3.8 ,49.3%,5.9%,203,0.1%,"326,931"
7,8,Cypher,1.01, 14.8  /  14.6  /  4.8 ,48.4%,5.4%,201,0.1%,"301,241"
8,9,Brimstone,0.97, 14.6  /  15.1  /  9.1 ,50.7%,4.3%,208,0.1%,"241,568"
9,10,Astra,1.05, 15.4  /  14.7  /  6.8 ,49.5%,3.1%,210,0.1%,"170,358"
10,11,Gekko,0.94, 14.3  /  15.2  /  4.8 ,48.9%,3.0%,195,0.1%,"165,576"
11,12,Chamber,1.07, 16.2  /  15.2  /  3 ,47.3%,2.7%,219,0.1%,"151,351"
12,13,KAY/O,0.92, 14.3  /  15.6  /  8.9 ,45.3%,2.6%,203,0.1%,"144,029"
13,14,Phoenix,1.09, 17  /  15.6  /  4.7 ,49.4%,2.5%,238,0.1%,"137,151"
14,15,Breach,0.94, 14.5  /  15.4  /  7 ,48.3%,2.4%,201,0.1%,"131,404"
15,16,Fade,0.95, 14.5  /  15.2  /  6.2 ,48.7%,2.1%,200,0.1%,"116,078"
16,17,Viper,1.01, 14.9  /  14.8  /  5.7 ,48.4%,1.9%,207,0.1%,"108,689"
17,18,Sova,0.98, 14.7  /  15  /  5.5 ,47.5%,1.8%,206,0.1%,"99,324"
18,19,Yoru,1.01, 15.9  /  15.7  /  4.6 ,46.8%,1.0%,220,0.1%,"53,800"
19,20,Neon,0.97, 15.9  /  16.4  /  4.2 ,46.3%,0.8%,222,0.1%,"47,028"
20,21,Harbor,0.92, 14.1  /  15.4  /  6.1 ,44.3%,0.4%,194,0.1%,"22,808"
