,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Raze,1.06, 17  /  16.1  /  4.8 ,49.9%,12.3%,242,0.2%,"215,024",Duelist
1,2,Brimstone,0.98, 14.6  /  14.9  /  8.4 ,50.8%,10.9%,204,0.1%,"190,426",Controller
2,3,Skye,0.95, 14.4  /  15.1  /  7.5 ,49.7%,10.7%,196,0.1%,"187,686",Initiator
3,4,Jett,1.09, 17.3  /  16  /  3.5 ,48.9%,10.4%,237,0.2%,"181,981",Duelist
4,5,Reyna,1.14, 17.8  /  15.6  /  4.2 ,49.6%,9.0%,242,0.2%,"157,086",Duelist
5,6,Omen,0.97, 14.8  /  15.3  /  7.2 ,47.1%,5.4%,202,0.1%,"94,086",Controller
6,7,Cypher,0.99, 14.4  /  14.6  /  4.5 ,48.8%,5.2%,193,0.1%,"90,050",Sentinel
7,8,Chamber,1.08, 16.1  /  14.9  /  2.7 ,48.6%,5.1%,214,0.2%,"89,392",Sentinel
8,9,Sage,0.93, 13.9  /  14.9  /  6.7 ,51.0%,5.0%,190,0.1%,"87,540",Sentinel
9,10,Deadlock,1.0, 15  /  15.1  /  3.8 ,49.0%,4.7%,206,0.1%,"82,387",Sentinel
10,11,Killjoy,0.98, 14.2  /  14.4  /  3.4 ,49.2%,3.7%,194,0.1%,"64,302",Sentinel
11,12,Sova,1.0, 14.8  /  14.7  /  5.7 ,49.4%,3.2%,204,0.1%,"55,051",Initiator
12,13,Phoenix,1.11, 17.2  /  15.5  /  4.4 ,51.0%,2.5%,238,0.2%,"43,675",Duelist
13,14,Fade,0.96, 14.5  /  15.1  /  6.3 ,48.5%,2.2%,198,0.1%,"37,627",Initiator
14,15,Viper,1.03, 15.2  /  14.8  /  5.5 ,49.2%,1.8%,209,0.1%,"31,615",Controller
15,16,Gekko,0.94, 14.3  /  15.2  /  4.6 ,48.4%,1.6%,192,0.1%,"27,496",Initiator
16,17,Yoru,1.04, 16.5  /  15.8  /  4.2 ,47.7%,1.4%,225,0.2%,"24,984",Duelist
17,18,Astra,1.02, 15.1  /  14.8  /  6.5 ,48.0%,1.4%,203,0.1%,"24,935",Controller
18,19,Breach,0.93, 14.5  /  15.5  /  6.7 ,46.3%,1.4%,199,0.1%,"23,648",Initiator
19,20,KAY/O,0.92, 14.4  /  15.6  /  8.7 ,43.8%,1.2%,202,0.1%,"21,118",Initiator
20,21,Neon,0.98, 16  /  16.4  /  4 ,46.1%,0.5%,220,0.2%,"9,405",Duelist
21,22,Harbor,0.93, 14.3  /  15.5  /  5.9 ,45.3%,0.4%,192,0.1%,"6,684",Controller
