,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.8  /  16.4  /  3.6 ,48.5%,17.5%,239,0.1%,683
1,2,Sova,1.04, 15.2  /  14.7  /  6 ,44.3%,13.4%,209,0.1%,522
2,3,Omen,0.98, 14.9  /  15.2  /  9.3 ,49.4%,13.3%,202,0.2%,516
3,4,Gekko,0.98, 14.9  /  15.2  /  5.8 ,47.2%,11.4%,199,0.2%,445
4,5,Killjoy,1.07, 15.3  /  14.3  /  3.4 ,53.9%,11.2%,209,0.2%,436
5,6,Reyna,1.17, 18.1  /  15.4  /  4 ,51.6%,8.0%,247,0.1%,310
6,7,Raze,1.07, 17.1  /  16  /  4.4 ,46.2%,4.7%,243,0.1%,182
7,8,Cypher,1.02, 16.1  /  15.7  /  4.7 ,51.6%,4.0%,211,0.2%,155
8,9,Phoenix,1.05, 16.7  /  16  /  4.5 ,51.7%,3.8%,228,0.1%,147
9,10,Breach,0.86, 14.4  /  16.8  /  9.4 ,38.8%,2.1%,188,0.1%,80
10,11,Astra,0.87, 13.1  /  15.1  /  6.3 ,37.2%,2.0%,185,0.1%,78
11,12,Brimstone,1.17, 16.2  /  13.8  /  10.6 ,66.2%,2.0%,226,0.2%,77
12,13,Skye,0.98, 14.7  /  15  /  7.5 ,61.0%,1.5%,206,0.1%,59
13,14,Sage,0.94, 15.3  /  16.3  /  6.4 ,58.2%,1.4%,207,0.1%,55
14,15,Fade,0.95, 13.7  /  14.5  /  7.3 ,55.3%,1.2%,190,0.2%,47
15,16,KAY/O,0.88, 14.1  /  16  /  10.3 ,44.4%,0.9%,204,0.1%,36
16,17,Yoru,1.01, 16  /  15.9  /  5.1 ,56.3%,0.8%,221,0.1%,32
17,18,Chamber,1.19, 17.1  /  14.4  /  2.3 ,45.0%,0.5%,244,0.1%,20
18,19,Neon,1.19, 20.6  /  17.3  /  3.7 ,55.6%,0.2%,244,0.1%,9
19,20,Harbor,0.93, 16.4  /  17.6  /  6.6 ,60.0%,0.1%,180,0.2%,5
