,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.8, 11.6  /  14.4  /  6.7 ,49.8%,11.6%,169,0.1%,"348,951",Sentinel
1,2,Reyna,1.07, 15.9  /  14.9  /  4.7 ,49.9%,10.9%,229,0.2%,"326,948",Duelist
2,3,Omen,0.9, 13.3  /  14.8  /  5.5 ,48.7%,6.6%,191,0.1%,"198,085",Controller
3,4,Raze,0.95, 14.3  /  15.1  /  5 ,49.8%,6.3%,216,0.2%,"189,475",Duelist
4,5,Jett,0.98, 14.8  /  15.1  /  4 ,49.0%,6.0%,215,0.2%,"179,398",Duelist
5,6,Skye,0.83, 12.2  /  14.6  /  7.5 ,49.0%,5.2%,179,0.1%,"156,146",Initiator
6,7,Gekko,0.84, 12.3  /  14.6  /  4.9 ,50.0%,4.9%,177,0.1%,"147,457",Initiator
7,8,Deadlock,0.89, 13.1  /  14.7  /  4.1 ,49.4%,4.8%,194,0.1%,"144,140",Sentinel
8,9,Killjoy,0.91, 12.6  /  13.8  /  4.2 ,51.3%,4.7%,185,0.1%,"139,636",Sentinel
9,10,Brimstone,0.89, 13  /  14.5  /  6.8 ,49.8%,4.1%,191,0.1%,"122,219",Controller
10,11,Phoenix,0.97, 14.4  /  14.8  /  4.6 ,48.7%,4.0%,210,0.2%,"120,009",Duelist
11,12,Viper,0.89, 12.8  /  14.4  /  5.5 ,49.4%,4.0%,188,0.1%,"119,741",Controller
12,13,Fade,0.83, 12.3  /  14.7  /  6.3 ,48.9%,3.7%,180,0.1%,"110,268",Initiator
13,14,Yoru,0.91, 13.7  /  15  /  4.3 ,46.8%,3.5%,197,0.1%,"104,407",Duelist
14,15,Sova,0.86, 12.5  /  14.5  /  5.2 ,48.1%,3.4%,184,0.1%,"101,298",Initiator
15,16,Neon,0.92, 14.1  /  15.5  /  4.3 ,48.3%,3.3%,207,0.2%,"98,293",Duelist
16,17,Cypher,0.91, 12.8  /  14  /  4.9 ,49.3%,3.1%,183,0.1%,"92,582",Sentinel
17,18,Chamber,0.98, 14  /  14.3  /  3.5 ,48.5%,3.0%,199,0.1%,"89,506",Sentinel
18,19,KAY/O,0.81, 12.3  /  15.1  /  7.7 ,46.3%,2.6%,183,0.1%,"78,926",Initiator
19,20,Breach,0.88, 13.2  /  15  /  5.8 ,48.9%,1.7%,192,0.1%,"50,254",Initiator
20,21,Harbor,0.82, 12.1  /  14.8  /  5.6 ,48.0%,1.7%,176,0.1%,"50,023",Controller
21,22,Astra,0.95, 13.4  /  14  /  5.5 ,50.3%,1.1%,191,0.1%,"32,376",Controller
