,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.07, 17.3  /  16.1  /  3.6 ,48.7%,16.7%,236,0.1%,"490,312",Duelist
1,2,Omen,0.98, 14.9  /  15.2  /  8.4 ,48.7%,13.2%,204,0.1%,"387,966",Controller
2,3,Sova,1.01, 14.9  /  14.7  /  5.9 ,49.8%,9.8%,206,0.1%,"285,737",Initiator
3,4,Reyna,1.11, 17.6  /  15.9  /  4.4 ,49.3%,9.6%,241,0.1%,"281,024",Duelist
4,5,Killjoy,1.03, 15  /  14.6  /  3.5 ,50.1%,8.0%,204,0.1%,"233,552",Sentinel
5,6,Skye,0.95, 14.5  /  15.3  /  7.9 ,48.9%,5.7%,199,0.1%,"166,279",Initiator
6,7,Sage,0.95, 14.4  /  15.1  /  7.1 ,50.2%,5.0%,197,0.1%,"146,687",Sentinel
7,8,Cypher,1.02, 15.2  /  14.8  /  4.7 ,49.3%,4.5%,203,0.1%,"131,059",Sentinel
8,9,Raze,1.04, 16.6  /  16  /  4.7 ,49.5%,4.3%,237,0.1%,"127,058",Duelist
9,10,Phoenix,1.1, 17.3  /  15.8  /  4.8 ,50.7%,3.9%,239,0.1%,"114,172",Duelist
10,11,Chamber,1.07, 16.3  /  15.2  /  2.8 ,47.3%,3.8%,217,0.1%,"112,742",Sentinel
11,12,Brimstone,0.97, 14.6  /  15  /  9.7 ,51.3%,3.8%,205,0.1%,"110,176",Controller
12,13,Breach,0.95, 14.6  /  15.4  /  7.7 ,47.8%,2.7%,201,0.1%,"78,114",Initiator
13,14,Astra,1.03, 15.2  /  14.8  /  7.3 ,48.8%,1.9%,205,0.1%,"57,008",Controller
14,15,Fade,0.97, 14.7  /  15.2  /  6.9 ,49.1%,1.9%,201,0.1%,"54,656",Initiator
15,16,Gekko,0.94, 14.4  /  15.2  /  5.1 ,48.7%,1.7%,195,0.1%,"48,958",Initiator
16,17,KAY/O,0.93, 14.6  /  15.7  /  9.6 ,44.4%,1.5%,207,0.1%,"44,379",Initiator
17,18,Yoru,1.01, 16  /  15.9  /  4.6 ,46.9%,0.9%,219,0.1%,"27,105",Duelist
18,19,Neon,0.95, 15.9  /  16.7  /  4.2 ,46.4%,0.6%,221,0.1%,"18,668",Duelist
19,20,Viper,1.02, 15.1  /  14.8  /  6 ,48.6%,0.3%,209,0.1%,"7,936",Controller
20,21,Harbor,0.93, 14.3  /  15.4  /  6.5 ,45.8%,0.2%,196,0.1%,"6,482",Controller
