,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.76, 10.7  /  14.2  /  6.2 ,49.7%,13.2%,159,0.1%,"231,273",Sentinel
1,2,Reyna,1.0, 14.6  /  14.6  /  4.6 ,49.4%,11.1%,214,0.1%,"194,148",Duelist
2,3,Raze,0.89, 13.1  /  14.7  /  4.7 ,49.3%,7.0%,201,0.1%,"122,535",Duelist
3,4,Jett,0.92, 13.5  /  14.8  /  3.9 ,48.6%,6.7%,200,0.1%,"116,579",Duelist
4,5,Omen,0.84, 12.3  /  14.6  /  4.8 ,48.4%,6.2%,180,0.1%,"108,256",Controller
5,6,Gekko,0.79, 11.5  /  14.5  /  4.7 ,49.7%,5.5%,168,0.1%,"96,863",Initiator
6,7,Yoru,0.86, 12.6  /  14.7  /  4.3 ,47.2%,5.1%,185,0.1%,"89,488",Duelist
7,8,Phoenix,0.9, 13.1  /  14.5  /  4.3 ,47.9%,5.0%,195,0.1%,"87,495",Duelist
8,9,Killjoy,0.85, 11.6  /  13.6  /  4.2 ,51.1%,4.5%,176,0.1%,"78,581",Sentinel
9,10,Fade,0.78, 11.3  /  14.6  /  6 ,48.6%,4.5%,169,0.1%,"77,911",Initiator
10,11,Neon,0.85, 12.8  /  15.1  /  4.1 ,47.9%,4.3%,191,0.1%,"75,069",Duelist
11,12,Viper,0.82, 11.7  /  14.2  /  5 ,49.3%,4.1%,175,0.1%,"72,047",Controller
12,13,Sova,0.8, 11.4  /  14.3  /  4.9 ,48.0%,4.1%,171,0.1%,"71,836",Initiator
13,14,Skye,0.79, 11.3  /  14.3  /  7 ,49.4%,3.7%,170,0.1%,"65,507",Initiator
14,15,Brimstone,0.83, 11.9  /  14.3  /  5.9 ,48.9%,3.5%,179,0.1%,"61,013",Controller
15,16,Cypher,0.85, 11.8  /  14  /  4.8 ,49.7%,2.8%,172,0.1%,"49,115",Sentinel
16,17,KAY/O,0.77, 11.3  /  14.7  /  7.3 ,47.4%,2.8%,172,0.1%,"48,396",Initiator
17,18,Chamber,0.91, 12.8  /  14.1  /  3.5 ,48.7%,2.5%,186,0.1%,"43,726",Sentinel
18,19,Harbor,0.77, 11.2  /  14.6  /  5.2 ,48.0%,1.4%,166,0.1%,"25,164",Controller
19,20,Breach,0.84, 12.2  /  14.6  /  5.3 ,48.7%,1.2%,181,0.1%,"20,715",Initiator
20,21,Astra,0.89, 12.1  /  13.6  /  4.7 ,49.2%,0.7%,179,0.1%,"11,957",Controller
