,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.14, 17.6  /  15.4  /  4.6 ,50.1%,11.9%,248,0.2%,"570,968",Duelist
1,2,Jett,1.1, 17.2  /  15.6  /  3.9 ,49.6%,9.7%,241,0.2%,"464,849",Duelist
2,3,Omen,0.98, 14.7  /  14.9  /  7.2 ,48.8%,9.6%,206,0.1%,"462,350",Controller
3,4,Killjoy,1.0, 14.1  /  14.1  /  3.9 ,50.1%,8.6%,200,0.1%,"412,520",Sentinel
4,5,Sage,0.91, 13.3  /  14.7  /  7 ,49.8%,8.1%,188,0.1%,"391,593",Sentinel
5,6,Sova,1.0, 14.5  /  14.4  /  5.7 ,50.4%,6.1%,206,0.1%,"293,091",Initiator
6,7,Raze,1.04, 16.2  /  15.6  /  5.1 ,49.9%,6.1%,238,0.2%,"292,670",Duelist
7,8,Brimstone,0.97, 14.3  /  14.8  /  8.5 ,51.0%,5.6%,206,0.1%,"269,078",Controller
8,9,Deadlock,0.98, 14.5  /  14.9  /  3.9 ,48.8%,4.5%,216,0.1%,"218,885",Sentinel
9,10,Skye,0.92, 13.7  /  14.9  /  7.7 ,49.1%,4.4%,195,0.1%,"212,120",Initiator
10,11,Phoenix,1.11, 16.8  /  15.2  /  4.7 ,50.8%,3.5%,239,0.2%,"169,674",Duelist
11,12,KAY/O,0.9, 13.7  /  15.3  /  8.2 ,46.3%,3.0%,198,0.1%,"143,755",Initiator
12,13,Cypher,0.99, 14.2  /  14.3  /  5 ,48.7%,2.7%,197,0.1%,"127,775",Sentinel
13,14,Chamber,1.08, 16  /  14.8  /  3.2 ,48.7%,2.6%,220,0.2%,"125,785",Sentinel
14,15,Gekko,0.9, 13.6  /  15.1  /  4.7 ,47.7%,2.6%,190,0.1%,"122,776",Initiator
15,16,Fade,0.93, 13.9  /  14.9  /  6.3 ,48.8%,2.2%,196,0.1%,"104,674",Initiator
16,17,Breach,0.93, 14.3  /  15.3  /  6.3 ,48.3%,2.0%,202,0.1%,"94,285",Initiator
17,18,Viper,0.98, 14.3  /  14.6  /  5.5 ,48.8%,1.9%,202,0.1%,"89,060",Controller
18,19,Neon,0.99, 15.7  /  16  /  4.1 ,47.4%,1.7%,224,0.2%,"81,675",Duelist
19,20,Yoru,1.0, 15.4  /  15.4  /  4.3 ,46.4%,1.6%,216,0.2%,"77,360",Duelist
20,21,Astra,1.03, 15  /  14.5  /  6.5 ,49.3%,1.3%,208,0.1%,"60,877",Controller
21,22,Harbor,0.91, 13.8  /  15.2  /  5.8 ,45.2%,0.5%,195,0.1%,"25,355",Controller
