,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.18, 18  /  15.2  /  4.5 ,50.7%,12.7%,255,0.1%,"45,650"
1,2,Sage,0.91, 13.3  /  14.7  /  6.9 ,50.2%,11.6%,189,0.1%,"41,709"
2,3,Omen,0.99, 14.8  /  15  /  6.3 ,48.4%,9.1%,209,0.1%,"32,817"
3,4,Jett,1.11, 17.2  /  15.5  /  3.9 ,50.3%,9.0%,242,0.1%,"32,409"
4,5,Killjoy,0.98, 13.9  /  14.2  /  3.9 ,50.5%,6.7%,199,0.2%,"23,980"
5,6,Raze,1.06, 16.3  /  15.4  /  4.7 ,50.1%,6.2%,239,0.1%,"22,390"
6,7,Brimstone,0.98, 14.3  /  14.7  /  7.7 ,51.1%,5.6%,206,0.1%,"20,102"
7,8,Sova,1, 14.5  /  14.6  /  5.3 ,49.3%,5.4%,206,0.1%,"19,481"
8,9,Skye,0.94, 13.9  /  14.9  /  7.4 ,49.0%,4.3%,199,0.1%,"15,550"
9,10,Phoenix,1.13, 17.1  /  15.1  /  4.5 ,50.7%,4.0%,243,0.1%,"14,550"
10,11,Fade,0.93, 14  /  15  /  6.3 ,48.3%,3.9%,199,0.1%,"14,154"
11,12,KAY/O,0.91, 13.9  /  15.3  /  8.4 ,46.8%,3.4%,202,0.1%,"12,266"
12,13,Cypher,1, 14.4  /  14.5  /  4.8 ,47.9%,3.4%,201,0.2%,"12,219"
13,14,Chamber,1.07, 15.5  /  14.5  /  3.1 ,48.7%,2.8%,216,0.1%,"10,215"
14,15,Breach,0.94, 14.3  /  15.2  /  6 ,49.4%,2.8%,204,0.1%,"10,113"
15,16,Viper,0.98, 14.4  /  14.7  /  5.5 ,48.6%,2.4%,204,0.2%,"8,687"
16,17,Neon,1, 16  /  16  /  4.1 ,47.8%,2.4%,229,0.1%,"8,606"
17,18,Yoru,0.99, 15.2  /  15.3  /  4.2 ,45.3%,2.0%,216,0.1%,"7,218"
18,19,Astra,1.01, 14.5  /  14.4  /  5.7 ,48.8%,1.4%,203,0.1%,"4,958"
19,20,Harbor,0.9, 13.6  /  15.1  /  5.6 ,45.1%,0.9%,194,0.1%,"3,309"
