,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.8, 11.5  /  14.4  /  6.8 ,50.0%,14.5%,169,0.1%,"26,911"
1,2,Reyna,1.03, 15.4  /  15  /  4.6 ,49.0%,11.1%,224,0.1%,"20,639"
2,3,Raze,0.94, 14.3  /  15.1  /  5 ,49.2%,7.8%,216,0.1%,"14,563"
3,4,Omen,0.89, 13.2  /  14.9  /  5.1 ,47.9%,6.5%,191,0.1%,"12,124"
4,5,Jett,0.94, 14.3  /  15.2  /  4 ,47.9%,6.2%,209,0.1%,"11,516"
5,6,Killjoy,0.9, 12.6  /  14  /  4.3 ,51.3%,5.9%,187,0.2%,"10,963"
6,7,Fade,0.81, 12.1  /  14.9  /  5.9 ,48.4%,5.2%,177,0.1%,"9,699"
7,8,Phoenix,0.94, 14.1  /  14.9  /  4.6 ,47.6%,4.6%,206,0.1%,"8,649"
8,9,Viper,0.87, 12.6  /  14.5  /  5 ,49.0%,4.3%,185,0.1%,"8,057"
9,10,Sova,0.85, 12.5  /  14.6  /  5 ,48.4%,4.3%,184,0.1%,"8,056"
10,11,Skye,0.82, 12  /  14.6  /  7.4 ,47.9%,4.3%,178,0.1%,"8,015"
11,12,Yoru,0.89, 13.4  /  15.1  /  4.2 ,47.0%,4.2%,194,0.1%,"7,738"
12,13,Brimstone,0.87, 12.9  /  14.8  /  6.4 ,48.9%,4.0%,192,0.1%,"7,406"
13,14,Neon,0.87, 13.5  /  15.5  /  4.1 ,46.0%,4.0%,199,0.1%,"7,380"
14,15,KAY/O,0.8, 12.1  /  15.2  /  7.6 ,46.2%,3.8%,182,0.1%,"7,016"
15,16,Cypher,0.9, 12.8  /  14.2  /  5.1 ,51.2%,3.4%,183,0.1%,"6,417"
16,17,Chamber,0.93, 13.6  /  14.5  /  3.6 ,48.7%,2.1%,195,0.1%,"3,928"
17,18,Breach,0.84, 12.8  /  15.2  /  5.6 ,48.5%,1.7%,189,0.1%,"3,159"
18,19,Harbor,0.78, 11.9  /  15.2  /  5.2 ,45.1%,1.2%,171,0.1%,"2,202"
19,20,Astra,0.93, 13.3  /  14.3  /  5.1 ,50.8%,0.9%,190,0.1%,"1,631"
