,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.11, 18.3  /  16.4  /  3.3 ,49.5%,20.4%,242,0.1%,748.0,Duelist
1,2,Omen,1.0, 15.2  /  15.2  /  9 ,49.9%,13.9%,203,0.2%,509.0,Controller
2,3,Sova,1.02, 15.7  /  15.3  /  6.3 ,47.7%,13.2%,206,0.2%,482.0,Initiator
3,4,Killjoy,1.07, 16.8  /  15.7  /  3.3 ,49.1%,11.2%,216,0.1%,409.0,Sentinel
4,5,Reyna,1.1, 17.5  /  15.9  /  4 ,46.3%,7.1%,239,0.1%,259.0,Duelist
5,6,Raze,1.1, 18.4  /  16.7  /  5 ,50.5%,5.0%,251,0.1%,182.0,Duelist
6,7,Breach,1.02, 15.6  /  15.4  /  8.8 ,45.3%,4.9%,212,0.2%,179.0,Initiator
7,8,Cypher,1.05, 16.2  /  15.4  /  4.6 ,49.4%,4.8%,205,0.2%,176.0,Sentinel
8,9,Skye,0.95, 14.4  /  15.1  /  7.7 ,44.7%,3.9%,195,0.2%,141.0,Initiator
9,10,Phoenix,1.17, 18.7  /  16  /  4.7 ,49.6%,3.6%,262,0.1%,133.0,Duelist
10,11,Fade,0.95, 15.1  /  16  /  7.6 ,43.7%,2.8%,200,0.2%,103.0,Initiator
11,12,Astra,1.06, 15.3  /  14.4  /  7.2 ,40.8%,1.9%,207,0.1%,71.0,Controller
12,13,Chamber,1.13, 16  /  14.2  /  2.3 ,56.7%,1.6%,221,0.1%,60.0,Sentinel
13,14,Brimstone,1.18, 16.4  /  13.9  /  11.4 ,59.6%,1.6%,226,0.2%,57.0,Controller
14,15,Sage,0.84, 12.5  /  14.9  /  7.3 ,65.2%,1.3%,171,0.1%,46.0,Sentinel
15,16,KAY/O,1.04, 16.4  /  15.8  /  12.6 ,37.8%,1.2%,222,0.1%,45.0,Initiator
16,17,Yoru,1.01, 17.1  /  16.9  /  5.6 ,42.4%,0.9%,232,0.1%,33.0,Duelist
17,18,Neon,0.96, 17.5  /  18.3  /  5 ,75.0%,0.3%,224,0.1%,12.0,Duelist
18,19,Harbor,0.87, 14.7  /  16.9  /  6.9 ,11.1%,0.2%,170,9,,Controller
19,20,Viper,1.12, 16  /  14.3  /  9.1 ,100.0%,0.2%,204,0.1%,7.0,Controller
