,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.1, 17.4  /  15.9  /  3.8 ,49.3%,13.1%,241,0.1%,"814,478",Duelist
1,2,Reyna,1.16, 18.1  /  15.6  /  4.6 ,50.2%,10.8%,250,0.1%,"673,039",Duelist
2,3,Sage,0.91, 13.6  /  14.9  /  7.2 ,50.3%,7.1%,190,0.1%,"437,602",Sentinel
3,4,Viper,1.01, 14.8  /  14.7  /  6.1 ,50.2%,6.7%,207,0.1%,"413,617",Controller
4,5,Killjoy,1.01, 14.5  /  14.3  /  3.9 ,50.2%,6.1%,201,0.1%,"378,722",Sentinel
5,6,Skye,0.94, 14.3  /  15.1  /  7.9 ,49.3%,5.8%,199,0.1%,"357,589",Initiator
6,7,Gekko,0.95, 14.2  /  15  /  5 ,50.7%,5.3%,194,0.1%,"330,301",Initiator
7,8,Chamber,1.09, 16.2  /  14.8  /  3 ,48.3%,4.7%,219,0.1%,"289,600",Sentinel
8,9,Raze,1.05, 16.6  /  15.9  /  4.9 ,49.7%,4.6%,239,0.1%,"286,811",Duelist
9,10,Fade,0.96, 14.5  /  15.1  /  6.5 ,49.7%,4.6%,201,0.1%,"283,131",Initiator
10,11,Cypher,1.01, 14.6  /  14.5  /  4.8 ,49.7%,3.9%,200,0.1%,"242,388",Sentinel
11,12,Phoenix,1.13, 17.5  /  15.5  /  4.9 ,51.2%,3.9%,245,0.1%,"239,591",Duelist
12,13,Harbor,0.91, 13.8  /  15.2  /  6.3 ,47.0%,3.7%,191,0.1%,"231,145",Controller
13,14,Omen,0.96, 14.7  /  15.3  /  6.7 ,47.6%,3.6%,204,0.1%,"226,090",Controller
14,15,Brimstone,0.97, 14.4  /  14.9  /  8.4 ,50.8%,3.6%,205,0.1%,"223,608",Controller
15,16,Astra,1.05, 15.2  /  14.4  /  6.5 ,50.4%,3.5%,207,0.1%,"215,815",Controller
16,17,KAY/O,0.92, 14.3  /  15.6  /  8.6 ,45.2%,2.7%,204,0.1%,"165,482",Initiator
17,18,Sova,0.99, 14.6  /  14.7  /  5.7 ,48.8%,2.3%,205,0.1%,"142,236",Initiator
18,19,Neon,0.99, 16.2  /  16.4  /  4.3 ,47.5%,1.5%,228,0.1%,"90,367",Duelist
19,20,Yoru,1.02, 15.9  /  15.7  /  4.6 ,47.0%,1.3%,221,0.1%,"83,392",Duelist
20,21,Breach,0.93, 14.4  /  15.5  /  6.6 ,47.2%,1.3%,202,0.1%,"81,743",Initiator
