,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Brimstone, 14.8  /  14.9  /  9.9 ,48.7%,16.0%,207,0.1%,"2,850",,Controller
1,2,Breach,0.97, 14.7  /  15.2  /  8.2 ,50.2%,15.7%,201,0.1%,"2,803",Initiator
2,3,Jett,1.1, 17.6  /  16  /  3.5 ,48.7%,15.0%,240,0.1%,"2,677",Duelist
3,4,Raze,1.07, 17.1  /  16  /  4.3 ,47.9%,10.0%,240,0.1%,"1,774",Duelist
4,5,Killjoy,1.07, 15.7  /  14.6  /  3.5 ,47.7%,9.1%,211,0.2%,"1,617",Sentinel
5,6,Reyna,1.15, 18.1  /  15.7  /  4.3 ,52.0%,7.7%,242,0.1%,"1,363",Duelist
6,7,Cypher,1.06, 15.5  /  14.6  /  4.5 ,49.2%,7.4%,208,0.1%,"1,311",Sentinel
7,8,Sage,0.98, 15  /  15.3  /  7 ,51.6%,2.9%,201,0.1%,514,Sentinel
8,9,Neon,1.04, 17.3  /  16.6  /  4.3 ,53.5%,2.8%,238,0.1%,505,Duelist
9,10,Fade,1, 15.2  /  15.2  /  6.1 ,49.0%,2.7%,201,0.2%,488,Initiator
10,11,KAY/O,0.93, 14.5  /  15.5  /  9.6 ,43.1%,2.5%,206,0.1%,445,Initiator
11,12,Viper,1.08, 16.1  /  14.8  /  5.9 ,52.1%,1.8%,216,0.2%,326,Controller
12,13,Chamber,1.19, 17.7  /  14.9  /  2.6 ,52.9%,1.7%,232,0.1%,306,Sentinel
13,14,Phoenix,1.13, 17.4  /  15.3  /  4.7 ,41.4%,1.0%,244,0.1%,186,Duelist
14,15,Skye,0.97, 14.4  /  14.8  /  6.9 ,56.4%,0.9%,199,0.1%,163,Initiator
15,16,Yoru,1.06, 17  /  16.1  /  4.7 ,52.6%,0.9%,228,0.1%,152,Duelist
16,17,Astra,0.99, 15  /  15.1  /  7.3 ,47.0%,0.7%,198,0.2%,117,Controller
17,18,Omen,0.94, 14.5  /  15.5  /  8.7 ,39.3%,0.5%,201,0.1%,84,Controller
18,19,Harbor,0.99, 15.9  /  16.1  /  6.2 ,42.0%,0.5%,208,0.2%,81,Controller
19,20,Sova,0.97, 13.6  /  14  /  5.8 ,38.6%,0.2%,201,0.1%,44,Initiator
