,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.5  /  16  /  3.5 ,49.4%,16.3%,238,0.1%,"111,300",Duelist
1,2,Brimstone,1.0, 15  /  14.9  /  10 ,50.2%,16.0%,207,0.1%,"109,251",Controller
2,3,Breach,0.93, 14.3  /  15.3  /  8 ,49.1%,14.8%,194,0.1%,"100,677",Initiator
3,4,Raze,1.05, 16.8  /  16  /  4.5 ,49.9%,9.4%,236,0.1%,"64,183",Duelist
4,5,Killjoy,1.05, 15.2  /  14.5  /  3.5 ,50.4%,9.3%,206,0.1%,"63,264",Sentinel
5,6,Reyna,1.14, 17.8  /  15.6  /  4.3 ,50.3%,7.6%,241,0.1%,"51,968",Duelist
6,7,Cypher,1.04, 15.4  /  14.8  /  4.6 ,49.1%,6.1%,205,0.1%,"41,321",Sentinel
7,8,Chamber,1.1, 16.7  /  15.2  /  2.6 ,47.6%,3.4%,220,0.1%,"22,957",Sentinel
8,9,Sage,0.98, 14.6  /  14.9  /  6.8 ,51.7%,2.5%,198,0.1%,"16,804",Sentinel
9,10,Fade,0.98, 14.8  /  15.1  /  6.4 ,48.3%,2.1%,201,0.1%,"14,311",Initiator
10,11,Skye,0.97, 14.7  /  15.2  /  7.7 ,48.8%,2.0%,199,0.1%,"13,951",Initiator
11,12,Neon,0.99, 16.4  /  16.6  /  4.3 ,47.8%,1.9%,227,0.1%,"13,010",Duelist
12,13,Viper,1.02, 15.2  /  14.9  /  5.9 ,46.3%,1.7%,208,0.1%,"11,607",Controller
13,14,KAY/O,0.93, 14.6  /  15.6  /  9.9 ,45.1%,1.6%,203,0.1%,"10,733",Initiator
14,15,Gekko,0.96, 14.5  /  15.1  /  4.8 ,49.5%,1.4%,194,0.1%,"9,361",Initiator
15,16,Phoenix,1.1, 16.9  /  15.4  /  4.7 ,51.3%,1.2%,233,0.1%,"8,097",Duelist
16,17,Yoru,1.02, 16.1  /  15.8  /  4.6 ,46.8%,0.9%,218,0.1%,"5,929",Duelist
17,18,Omen,0.97, 14.8  /  15.3  /  7.7 ,45.0%,0.8%,202,0.1%,"5,277",Controller
18,19,Astra,1.03, 15.4  /  14.9  /  7 ,45.1%,0.6%,208,0.1%,"4,126",Controller
19,20,Sova,1.02, 15.3  /  15  /  6 ,49.3%,0.3%,207,0.1%,"2,031",Initiator
20,21,Harbor,0.92, 14.2  /  15.5  /  6.5 ,41.2%,0.3%,193,0.1%,"1,973",Controller
