,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.17, 17.9  /  15.2  /  4.5 ,50.2%,12.0%,251,0.2%,"569,882"
1,2,Omen,0.98, 14.7  /  15  /  6.4 ,49.0%,9.1%,205,0.1%,"433,968"
2,3,Jett,1.11, 17.2  /  15.5  /  3.9 ,49.6%,8.3%,242,0.2%,"395,534"
3,4,Sage,0.9, 13.2  /  14.7  /  6.9 ,50.0%,8.1%,187,0.1%,"384,758"
4,5,Raze,1.06, 16.5  /  15.5  /  5.1 ,50.6%,7.7%,243,0.2%,"365,500"
5,6,Skye,0.92, 13.7  /  14.9  /  7.8 ,49.1%,6.2%,194,0.1%,"296,786"
6,7,Killjoy,0.99, 14  /  14.2  /  3.8 ,50.0%,5.2%,198,0.1%,"248,687"
7,8,Deadlock,0.98, 14.6  /  14.9  /  3.9 ,49.1%,4.9%,213,0.1%,"234,421"
8,9,Brimstone,0.97, 14.3  /  14.8  /  7.8 ,50.4%,4.6%,206,0.1%,"219,068"
9,10,Gekko,0.92, 13.8  /  14.9  /  4.8 ,49.6%,4.5%,191,0.1%,"212,518"
10,11,Chamber,1.1, 16  /  14.6  /  3.1 ,49.4%,3.9%,220,0.2%,"185,959"
11,12,Breach,0.94, 14.3  /  15.2  /  6.4 ,49.5%,3.6%,202,0.1%,"169,825"
12,13,Phoenix,1.11, 16.8  /  15.1  /  4.6 ,49.9%,3.3%,238,0.2%,"157,955"
13,14,Cypher,0.99, 14.2  /  14.4  /  4.7 ,48.3%,2.5%,197,0.1%,"118,935"
14,15,Fade,0.92, 13.8  /  14.9  /  6.2 ,48.8%,2.4%,194,0.1%,"115,977"
15,16,Viper,0.99, 14.5  /  14.6  /  5.6 ,49.2%,2.4%,205,0.1%,"112,171"
16,17,Neon,1.01, 16.1  /  16  /  4.3 ,48.5%,2.3%,230,0.2%,"107,244"
17,18,Sova,0.95, 14  /  14.7  /  5.4 ,48.0%,2.2%,201,0.1%,"106,763"
18,19,KAY/O,0.9, 13.7  /  15.3  /  8.6 ,45.8%,2.2%,200,0.1%,"104,124"
19,20,Yoru,0.99, 15.3  /  15.4  /  4.3 ,45.9%,1.7%,215,0.1%,"81,034"
20,21,Astra,1.03, 14.9  /  14.5  /  5.8 ,49.9%,1.4%,206,0.1%,"68,365"
21,22,Harbor,0.91, 13.8  /  15.1  /  5.8 ,46.9%,1.4%,193,0.1%,"66,956"
