,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.06, 17.3  /  16.3  /  3.6 ,48.3%,18.0%,235,0.1%,"6,508"
1,2,Sova,1.02, 14.8  /  14.5  /  6.5 ,49.9%,13.5%,208,0.2%,"4,872"
2,3,Omen,0.99, 14.9  /  15.1  /  9.4 ,48.3%,12.1%,204,0.1%,"4,371"
3,4,Killjoy,1.03, 14.8  /  14.5  /  3.7 ,48.2%,11.8%,204,0.2%,"4,269"
4,5,Reyna,1.1, 17.5  /  15.9  /  4.5 ,50.6%,9.5%,238,0.1%,"3,433"
5,6,KAY/O,0.93, 14.5  /  15.6  /  9.7 ,43.5%,5.0%,205,0.1%,"1,813"
6,7,Raze,1.03, 16.5  /  16  /  5 ,48.9%,4.3%,236,0.1%,"1,565"
7,8,Brimstone,0.98, 14.6  /  14.8  /  11 ,54.1%,3.7%,206,0.1%,"1,335"
8,9,Cypher,1, 15  /  14.9  /  4.9 ,47.8%,3.6%,200,0.2%,"1,313"
9,10,Sage,0.97, 14.5  /  14.8  /  7.4 ,55.0%,3.3%,199,0.1%,"1,191"
10,11,Phoenix,1.09, 17.4  /  16  /  5.1 ,54.7%,3.3%,238,0.1%,"1,187"
11,12,Astra,1.02, 15.1  /  14.8  /  8.5 ,49.2%,2.8%,207,0.2%,"1,002"
12,13,Fade,0.97, 14.5  /  15  /  7.1 ,49.0%,2.7%,197,0.2%,994
13,14,Skye,0.95, 14.9  /  15.7  /  7.6 ,45.3%,2.2%,204,0.1%,794
14,15,Chamber,1.05, 16.2  /  15.3  /  2.6 ,49.0%,1.8%,214,0.1%,643
15,16,Yoru,0.97, 15.5  /  15.9  /  4.4 ,51.7%,0.7%,217,0.1%,265
16,17,Breach,0.96, 15.1  /  15.7  /  7.3 ,43.2%,0.6%,205,0.1%,227
17,18,Neon,0.91, 15.6  /  17.1  /  4.3 ,48.6%,0.6%,214,0.1%,208
18,19,Viper,0.96, 14.5  /  15.1  /  5.6 ,36.0%,0.3%,206,0.1%,100
19,20,Harbor,0.96, 14.9  /  15.5  /  6.3 ,31.0%,0.2%,200,0.1%,58
