,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.07, 17.2  /  16.1  /  3.6 ,49.6%,11.6%,238,0.2%,"1,445,238"
1,2,Chamber,1.1, 16.5  /  15  /  3 ,50.4%,11.4%,223,0.2%,"1,412,751"
2,3,Reyna,1.12, 17.6  /  15.7  /  4.3 ,51.0%,11.0%,244,0.2%,"1,362,924"
3,4,Sage,0.93, 13.9  /  14.9  /  6.7 ,51.1%,8.0%,192,0.1%,"993,021"
4,5,Viper,0.99, 14.6  /  14.8  /  5.4 ,49.9%,6.4%,201,0.1%,"795,600"
5,6,Sova,0.97, 14.4  /  14.8  /  5.6 ,50.0%,6.1%,201,0.1%,"763,419"
6,7,Raze,1.04, 16.6  /  16  /  4.8 ,50.9%,6.0%,239,0.2%,"742,458"
7,8,Brimstone,0.97, 14.5  /  14.9  /  7.7 ,51.3%,5.6%,204,0.1%,"700,587"
8,9,Fade,0.95, 14.3  /  15.1  /  6.4 ,50.8%,5.4%,197,0.1%,"667,845"
9,10,Omen,0.97, 14.8  /  15.2  /  6.6 ,48.8%,5.0%,204,0.1%,"618,579"
10,11,Skye,0.95, 14.5  /  15.3  /  7 ,49.5%,3.5%,200,0.1%,"433,602"
11,12,KAY/O,0.91, 14.1  /  15.6  /  8.3 ,46.4%,3.2%,201,0.1%,"401,166"
12,13,Cypher,1, 14.7  /  14.7  /  4.6 ,49.5%,3.2%,200,0.1%,"396,168"
13,14,Phoenix,1.12, 17.4  /  15.6  /  4.4 ,51.0%,3.1%,243,0.2%,"379,338"
14,15,Killjoy,1.01, 14.5  /  14.4  /  3.8 ,50.5%,2.8%,202,0.1%,"344,658"
15,16,Breach,0.93, 14.3  /  15.4  /  6.8 ,47.8%,2.5%,200,0.1%,"305,235"
16,17,Astra,1.02, 15.1  /  14.7  /  6.1 ,49.9%,1.7%,204,0.1%,"210,732"
17,18,Neon,1, 16.4  /  16.4  /  4.1 ,48.6%,1.6%,230,0.2%,"196,962"
18,19,Yoru,1.01, 16  /  15.9  /  4.2 ,48.5%,1.0%,220,0.2%,"128,928"
19,20,Harbor,0.89, 13.8  /  15.5  /  4.9 ,45.6%,1.0%,190,0.1%,"120,309"
