,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.5  /  16.1  /  3.8 ,48.8%,10.8%,239,0.1%,"15,473",Duelist
1,2,Reyna,1.15, 18  /  15.7  /  4.4 ,51.6%,9.9%,247,0.1%,"14,254",Duelist
2,3,Omen,0.99, 15  /  15.2  /  7.2 ,48.4%,8.5%,206,0.1%,"12,248",Controller
3,4,Raze,1.07, 17.1  /  16  /  4.9 ,49.9%,8.1%,246,0.1%,"11,666",Duelist
4,5,Killjoy,1.02, 14.7  /  14.4  /  3.7 ,49.9%,7.8%,203,0.2%,"11,185",Sentinel
5,6,Gekko,0.97, 14.6  /  15  /  5.3 ,50.6%,6.9%,197,0.1%,"9,910",Initiator
6,7,Breach,0.94, 14.5  /  15.4  /  7.3 ,50.3%,5.8%,200,0.1%,"8,301",Initiator
7,8,Sage,0.95, 14.3  /  15  /  7.2 ,51.7%,5.6%,197,0.1%,"8,028",Sentinel
8,9,Skye,0.94, 14.4  /  15.2  /  7.8 ,47.9%,4.5%,200,0.1%,"6,408",Initiator
9,10,Chamber,1.11, 16.7  /  15  /  3 ,49.2%,4.0%,224,0.1%,"5,740",Sentinel
10,11,Fade,0.97, 14.7  /  15.2  /  6.4 ,47.5%,3.8%,201,0.1%,"5,446",Initiator
11,12,Brimstone,0.98, 14.6  /  15  /  8.7 ,50.8%,3.7%,206,0.1%,"5,382",Controller
12,13,Cypher,1.02, 15.1  /  14.8  /  4.8 ,48.7%,3.7%,203,0.1%,"5,284",Sentinel
13,14,Harbor,0.94, 14.2  /  15.2  /  6.2 ,48.5%,3.1%,195,0.1%,"4,406",Controller
14,15,Astra,1.03, 15.2  /  14.7  /  6.5 ,48.7%,2.7%,205,0.1%,"3,879",Controller
15,16,KAY/O,0.92, 14.4  /  15.7  /  9.5 ,44.9%,2.7%,204,0.1%,"3,869",Initiator
16,17,Phoenix,1.1, 17  /  15.4  /  4.7 ,51.6%,2.7%,239,0.1%,"3,816",Duelist
17,18,Sova,0.98, 14.8  /  15  /  5.6 ,47.9%,1.8%,206,0.1%,"2,567",Initiator
18,19,Viper,1.02, 15.2  /  14.9  /  5.7 ,49.8%,1.6%,209,0.2%,"2,323",Controller
19,20,Neon,0.97, 16.1  /  16.7  /  4.3 ,46.8%,1.5%,225,0.1%,"2,135",Duelist
20,21,Yoru,1.01, 16.1  /  15.9  /  4.5 ,48.1%,1.1%,220,0.1%,"1,582",Duelist
