,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16  /  3.7 ,49.1%,14.6%,239,0.1%,"20,290"
1,2,Omen,0.98, 14.8  /  15.2  /  8 ,49.8%,11.7%,204,0.1%,"16,220"
2,3,Reyna,1.12, 17.8  /  15.8  /  4.5 ,49.7%,10.2%,244,0.1%,"14,253"
3,4,Sova,1.01, 14.8  /  14.7  /  5.9 ,49.8%,8.3%,206,0.1%,"11,607"
4,5,Sage,0.95, 14.3  /  15.1  /  7.2 ,50.3%,7.2%,196,0.1%,"10,067"
5,6,Killjoy,1.03, 14.8  /  14.4  /  3.6 ,52.1%,7.2%,203,0.2%,"10,061"
6,7,Cypher,1.02, 15.1  /  14.8  /  4.8 ,48.2%,5.0%,204,0.1%,"6,921"
7,8,Raze,1.07, 16.9  /  15.8  /  4.8 ,51.2%,4.9%,241,0.1%,"6,790"
8,9,Brimstone,0.98, 14.6  /  14.9  /  9.2 ,52.7%,4.8%,206,0.1%,"6,713"
9,10,Skye,0.96, 14.6  /  15.3  /  7.5 ,49.7%,4.6%,202,0.1%,"6,461"
10,11,Phoenix,1.11, 17.5  /  15.8  /  4.8 ,50.4%,4.2%,243,0.1%,"5,812"
11,12,Fade,0.95, 14.4  /  15.1  /  6.9 ,51.2%,3.7%,200,0.1%,"5,175"
12,13,Breach,0.93, 14.5  /  15.5  /  7.5 ,48.3%,3.2%,200,0.1%,"4,421"
13,14,Chamber,1.08, 16.3  /  15.1  /  2.8 ,48.7%,2.8%,217,0.1%,"3,904"
14,15,KAY/O,0.93, 14.6  /  15.6  /  9.4 ,47.2%,2.5%,208,0.1%,"3,449"
15,16,Astra,1.03, 15.3  /  14.9  /  7 ,48.9%,2.2%,206,0.1%,"3,069"
16,17,Neon,0.99, 16.3  /  16.5  /  4.2 ,48.1%,1.0%,226,0.1%,"1,351"
17,18,Yoru,1.05, 16.6  /  15.8  /  4.5 ,48.5%,0.9%,227,0.1%,"1,221"
18,19,Viper,0.97, 14.4  /  14.8  /  5.7 ,44.2%,0.5%,205,0.1%,706
19,20,Harbor,0.92, 14.1  /  15.4  /  6.2 ,46.8%,0.4%,195,0.1%,577
