,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.8, 11.5  /  14.3  /  6.6 ,49.7%,13.7%,169,0.1%,"564,817"
1,2,Reyna,1.02, 15.3  /  14.9  /  4.5 ,49.0%,11.0%,222,0.1%,"454,487"
2,3,Raze,0.94, 14.1  /  15  /  5 ,49.4%,7.6%,214,0.1%,"313,147"
3,4,Omen,0.9, 13.3  /  14.8  /  5.1 ,48.4%,7.3%,191,0.1%,"300,300"
4,5,Jett,0.95, 14.3  /  15.1  /  3.9 ,48.2%,6.3%,209,0.1%,"259,961"
5,6,Gekko,0.81, 12  /  14.8  /  4.5 ,48.4%,5.3%,174,0.1%,"218,381"
6,7,Killjoy,0.89, 12.5  /  14  /  4.1 ,50.8%,4.9%,185,0.1%,"202,818"
7,8,Phoenix,0.93, 13.8  /  14.8  /  4.5 ,47.5%,4.8%,204,0.1%,"198,258"
8,9,Skye,0.83, 12  /  14.6  /  7.4 ,49.0%,4.3%,178,0.1%,"178,919"
9,10,Yoru,0.87, 13.1  /  15  /  4.3 ,46.0%,4.1%,190,0.1%,"168,685"
10,11,Brimstone,0.88, 12.8  /  14.6  /  6.4 ,49.3%,4.0%,191,0.1%,"163,371"
11,12,Fade,0.81, 11.9  /  14.8  /  5.8 ,48.1%,3.9%,176,0.1%,"162,429"
12,13,Sova,0.84, 12.2  /  14.6  /  4.9 ,47.7%,3.9%,180,0.1%,"160,846"
13,14,Neon,0.87, 13.4  /  15.4  /  4.1 ,47.2%,3.8%,197,0.1%,"157,040"
14,15,Viper,0.86, 12.4  /  14.4  /  4.9 ,48.2%,3.7%,182,0.1%,"151,776"
15,16,Cypher,0.9, 12.7  /  14.2  /  4.9 ,48.9%,3.3%,182,0.1%,"135,900"
16,17,KAY/O,0.79, 11.9  /  15  /  7.5 ,46.6%,2.9%,179,0.1%,"119,486"
17,18,Chamber,0.92, 13.4  /  14.6  /  3.5 ,47.0%,2.0%,192,0.1%,"83,657"
18,19,Breach,0.86, 12.8  /  15  /  5.4 ,48.7%,1.5%,188,0.1%,"60,941"
19,20,Harbor,0.8, 11.9  /  14.9  /  5.1 ,46.7%,1.0%,174,0.1%,"41,073"
20,21,Astra,0.92, 13  /  14.2  /  5 ,48.4%,0.7%,189,0.1%,"29,319"
