,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.07, 17.3  /  16.2  /  3.7 ,48.4%,15.2%,237,0.1%,"16,573"
1,2,Killjoy,1.02, 14.8  /  14.6  /  3.8 ,48.0%,11.4%,203,0.2%,"12,470"
2,3,Omen,0.98, 14.9  /  15.2  /  9.1 ,48.0%,10.9%,205,0.1%,"11,947"
3,4,Sova,1.03, 15.1  /  14.6  /  6.4 ,50.9%,10.2%,209,0.2%,"11,128"
4,5,Reyna,1.1, 17.6  /  15.9  /  4.5 ,49.1%,9.2%,240,0.1%,"10,025"
5,6,Gekko,0.94, 14.4  /  15.3  /  5.3 ,47.3%,6.9%,195,0.1%,"7,530"
6,7,Brimstone,0.97, 14.7  /  15.1  /  10.4 ,51.2%,5.0%,207,0.1%,"5,418"
7,8,Sage,0.96, 14.3  /  15  /  7.2 ,50.0%,4.7%,197,0.1%,"5,140"
8,9,Raze,1.04, 16.9  /  16.3  /  5.1 ,49.9%,4.3%,241,0.1%,"4,738"
9,10,KAY/O,0.92, 14.6  /  15.8  /  9.5 ,44.4%,4.0%,205,0.1%,"4,321"
10,11,Cypher,1.01, 14.9  /  14.8  /  5.1 ,49.8%,3.4%,201,0.2%,"3,687"
11,12,Phoenix,1.1, 17.5  /  15.9  /  5.1 ,52.1%,3.0%,242,0.1%,"3,241"
12,13,Astra,1.05, 15.6  /  14.9  /  8.2 ,52.0%,2.7%,209,0.2%,"2,988"
13,14,Fade,0.98, 14.9  /  15.1  /  6.9 ,50.3%,2.7%,202,0.1%,"2,967"
14,15,Skye,0.95, 14.5  /  15.3  /  7.7 ,48.7%,2.0%,200,0.1%,"2,184"
15,16,Chamber,1.09, 16.7  /  15.3  /  2.8 ,50.6%,1.8%,221,0.1%,"1,925"
16,17,Breach,0.97, 14.8  /  15.3  /  7.4 ,45.9%,0.8%,206,0.1%,881
17,18,Yoru,1.05, 16.6  /  15.9  /  4.4 ,46.7%,0.7%,227,0.1%,820
18,19,Neon,0.93, 15.4  /  16.7  /  4.3 ,48.8%,0.6%,213,0.1%,606
19,20,Viper,1.03, 15.2  /  14.8  /  5.8 ,47.0%,0.4%,210,0.1%,449
20,21,Harbor,0.95, 15  /  15.8  /  6.8 ,41.3%,0.3%,199,0.2%,349
