,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.4  /  16.1  /  3.6 ,49.3%,12.9%,238,0.2%,"181,957",Duelist
1,2,Omen,0.98, 14.9  /  15.2  /  7.9 ,49.3%,11.3%,203,0.1%,"159,965",Controller
2,3,Raze,1.06, 17  /  16  /  4.8 ,50.1%,9.7%,242,0.2%,"136,305",Duelist
3,4,Reyna,1.13, 17.8  /  15.7  /  4.3 ,49.7%,9.2%,242,0.2%,"129,353",Duelist
4,5,Skye,0.95, 14.3  /  15.1  /  8.4 ,49.8%,7.2%,196,0.1%,"100,953",Initiator
5,6,Killjoy,1.03, 14.9  /  14.4  /  3.5 ,50.2%,6.9%,203,0.1%,"96,782",Sentinel
6,7,Chamber,1.11, 16.7  /  15.1  /  2.7 ,49.0%,6.5%,222,0.2%,"91,894",Sentinel
7,8,Breach,0.94, 14.4  /  15.4  /  7.6 ,48.7%,5.2%,197,0.1%,"73,992",Initiator
8,9,Gekko,0.95, 14.3  /  15.1  /  4.9 ,50.2%,4.7%,191,0.1%,"65,677",Initiator
9,10,Deadlock,1.01, 15.3  /  15.1  /  3.8 ,48.9%,4.4%,215,0.1%,"61,953",Sentinel
10,11,Sage,0.94, 14.2  /  15  /  7 ,50.5%,3.0%,194,0.1%,"42,116",Sentinel
11,12,Brimstone,0.98, 14.6  /  14.9  /  9.4 ,51.8%,3.0%,205,0.1%,"41,993",Controller
12,13,Astra,1.03, 15.2  /  14.7  /  6.9 ,49.2%,2.4%,204,0.1%,"34,237",Controller
13,14,Cypher,1.01, 14.9  /  14.8  /  4.6 ,47.9%,2.3%,201,0.1%,"32,562",Sentinel
14,15,Phoenix,1.1, 17.2  /  15.6  /  4.6 ,50.5%,2.1%,237,0.2%,"29,826",Duelist
15,16,Fade,0.97, 14.6  /  15.1  /  6.6 ,49.1%,1.9%,199,0.1%,"27,275",Initiator
16,17,Harbor,0.93, 14.2  /  15.2  /  6.5 ,46.8%,1.6%,193,0.1%,"22,905",Controller
17,18,Viper,1.03, 15.2  /  14.8  /  5.9 ,49.7%,1.3%,210,0.1%,"18,558",Controller
18,19,Neon,0.98, 16.4  /  16.7  /  4.3 ,47.5%,1.2%,227,0.2%,"16,448",Duelist
19,20,KAY/O,0.92, 14.3  /  15.6  /  9.4 ,45.1%,1.1%,203,0.1%,"16,000",Initiator
20,21,Sova,0.99, 14.7  /  14.9  /  5.8 ,48.3%,1.1%,205,0.1%,"15,144",Initiator
21,22,Yoru,1.02, 16.1  /  15.8  /  4.3 ,47.2%,1.0%,220,0.2%,"14,512",Duelist
