,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.93, 13.6  /  14.6  /  7.5 ,51.3%,12.4%,193,0.1%,"45,200"
1,2,Reyna,1.19, 18.2  /  15.3  /  4.6 ,51.2%,12.3%,257,0.1%,"44,582"
2,3,Raze,1.07, 16.7  /  15.6  /  5 ,50.5%,8.7%,246,0.1%,"31,797"
3,4,Jett,1.11, 17.3  /  15.6  /  4 ,49.6%,8.3%,245,0.1%,"30,297"
4,5,Omen,1.01, 15.2  /  15  /  6.3 ,50.1%,7.9%,213,0.1%,"28,635"
5,6,Killjoy,1.02, 14.5  /  14.2  /  4.1 ,50.9%,6.8%,206,0.2%,"24,786"
6,7,Brimstone,0.98, 14.6  /  14.9  /  7.9 ,50.0%,5.2%,211,0.1%,"18,770"
7,8,Skye,0.94, 14.1  /  14.9  /  7.7 ,49.4%,4.8%,200,0.1%,"17,564"
8,9,Cypher,1.01, 14.6  /  14.4  /  5 ,47.4%,4.5%,203,0.1%,"16,529"
9,10,Fade,0.95, 14.4  /  15.1  /  6 ,48.8%,3.9%,202,0.1%,"14,095"
10,11,KAY/O,0.92, 14.1  /  15.4  /  8.4 ,47.1%,3.5%,204,0.1%,"12,842"
11,12,Viper,1, 14.5  /  14.6  /  5.4 ,48.6%,3.5%,205,0.2%,"12,790"
12,13,Phoenix,1.13, 17.2  /  15.2  /  4.8 ,52.3%,3.5%,244,0.1%,"12,652"
13,14,Sova,0.99, 14.6  /  14.7  /  5.3 ,49.2%,3.3%,209,0.1%,"11,860"
14,15,Breach,0.95, 14.6  /  15.4  /  6.2 ,48.7%,2.6%,207,0.1%,"9,561"
15,16,Chamber,1.07, 16.1  /  15  /  3.3 ,46.8%,2.2%,222,0.1%,"8,069"
16,17,Neon,1, 16  /  15.9  /  4.2 ,47.2%,2.1%,228,0.1%,"7,462"
17,18,Astra,1.05, 15.3  /  14.6  /  5.9 ,49.7%,1.9%,212,0.1%,"6,789"
18,19,Yoru,1.04, 16  /  15.4  /  4.4 ,46.5%,1.7%,225,0.1%,"6,048"
19,20,Harbor,0.92, 14  /  15.2  /  5.5 ,46.1%,0.9%,198,0.1%,"3,428"
