,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.17, 18  /  15.4  /  4.6 ,50.3%,12.2%,254,0.1%,"39,852",Duelist
1,2,Sage,0.89, 13.1  /  14.7  /  7 ,49.5%,10.7%,184,0.1%,"34,881",Sentinel
2,3,Jett,1.1, 17.2  /  15.6  /  4 ,49.1%,9.6%,241,0.1%,"31,289",Duelist
3,4,Fade,0.95, 14.2  /  15  /  6.4 ,50.3%,6.5%,200,0.1%,"21,135",Initiator
4,5,Viper,0.98, 14.2  /  14.6  /  5.9 ,49.8%,6.0%,202,0.2%,"19,734",Controller
5,6,Killjoy,0.99, 13.9  /  14.1  /  4.1 ,50.3%,5.8%,198,0.2%,"19,106",Sentinel
6,7,Raze,1.04, 16.4  /  15.7  /  4.9 ,48.9%,5.5%,238,0.1%,"17,939",Duelist
7,8,Omen,0.96, 14.6  /  15.2  /  6.2 ,47.6%,4.4%,204,0.1%,"14,546",Controller
8,9,Skye,0.92, 13.9  /  15.1  /  7.6 ,48.3%,4.4%,198,0.1%,"14,448",Initiator
9,10,Brimstone,0.95, 14  /  14.7  /  7.7 ,50.2%,4.3%,203,0.1%,"14,124",Controller
10,11,Phoenix,1.13, 17.1  /  15.2  /  4.8 ,50.2%,4.1%,244,0.1%,"13,418",Duelist
11,12,Cypher,0.99, 14.2  /  14.4  /  5 ,49.3%,4.1%,197,0.2%,"13,392",Sentinel
12,13,KAY/O,0.91, 13.9  /  15.4  /  8.3 ,45.9%,4.0%,202,0.1%,"13,012",Initiator
13,14,Sova,0.97, 14.2  /  14.7  /  5.5 ,48.5%,3.6%,202,0.1%,"11,659",Initiator
14,15,Chamber,1.09, 15.9  /  14.6  /  3.2 ,48.9%,3.4%,218,0.1%,"11,254",Sentinel
15,16,Harbor,0.89, 13.5  /  15.2  /  5.9 ,46.5%,2.7%,189,0.1%,"8,694",Controller
16,17,Astra,1.03, 14.8  /  14.3  /  6.1 ,49.5%,2.6%,205,0.2%,"8,458",Controller
17,18,Neon,0.99, 16.2  /  16.3  /  4.4 ,48.9%,2.4%,229,0.1%,"7,851",Duelist
18,19,Breach,0.91, 14.1  /  15.5  /  6.2 ,47.3%,2.1%,200,0.1%,"6,781",Initiator
19,20,Yoru,1.01, 15.5  /  15.4  /  4.4 ,46.2%,1.8%,219,0.1%,"5,741",Duelist
