,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Raze,1.04, 17.4  /  16.6  /  5 ,50.8%,13.5%,248,0.1%,"2,382",Duelist
1,2,Sage,1.0, 15.3  /  15.3  /  7.6 ,51.4%,12.8%,207,0.1%,"2,265",Sentinel
2,3,Jett,1.09, 18  /  16.6  /  3.7 ,49.3%,12.5%,244,0.1%,"2,198",Duelist
3,4,Omen,1.01, 15.4  /  15.2  /  8.8 ,49.8%,10.7%,208,0.1%,"1,881",Controller
4,5,Gekko,1.0, 15.5  /  15.5  /  5.3 ,51.3%,8.9%,206,0.1%,"1,562",Initiator
5,6,Skye,0.98, 15.2  /  15.5  /  8.2 ,48.8%,6.9%,203,0.1%,"1,210",Initiator
6,7,Cypher,1.03, 15.4  /  14.9  /  4.4 ,49.2%,6.7%,202,0.2%,"1,178",Sentinel
7,8,Killjoy,1.07, 15.8  /  14.8  /  3.5 ,51.5%,6.7%,211,0.2%,"1,174",Sentinel
8,9,Astra,1.06, 15.9  /  15.1  /  7.5 ,48.5%,5.7%,212,0.1%,998,Controller
9,10,Reyna,1.17, 18.8  /  16  /  4.5 ,56.1%,5.4%,253,0.1%,953,Duelist
10,11,Breach,0.94, 14.9  /  15.8  /  7.8 ,39.7%,1.9%,204,0.1%,335,Initiator
11,12,Brimstone,1.07, 16  /  15  /  10.3 ,56.9%,1.8%,223,0.1%,318,Controller
12,13,Fade,0.99, 15.2  /  15.3  /  6.6 ,52.3%,1.2%,205,0.2%,214,Initiator
13,14,KAY/O,0.94, 15  /  16  /  10.2 ,48.0%,1.1%,208,0.1%,200,Initiator
14,15,Chamber,1.21, 18  /  14.9  /  2.7 ,55.3%,1.1%,239,0.1%,197,Sentinel
15,16,Viper,1.01, 15.5  /  15.4  /  5.5 ,38.2%,1.0%,215,0.1%,170,Controller
16,17,Phoenix,1.06, 17.4  /  16.4  /  4.8 ,61.8%,0.8%,241,0.1%,144,Duelist
17,18,Yoru,1.12, 17.5  /  15.6  /  5.2 ,63.4%,0.7%,241,0.1%,123,Duelist
18,19,Neon,1.04, 16.7  /  16.1  /  4.2 ,60.3%,0.4%,241,0.1%,63,Duelist
19,20,Harbor,1.01, 14.8  /  14.6  /  8.2 ,39.3%,0.3%,219,0.1%,56,Controller
20,21,Sova,1.16, 16.1  /  13.9  /  5.6 ,51.9%,0.2%,221,27,,Initiator
