,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.12, 17.7  /  15.9  /  3.7 ,50.5%,15.4%,247,0.2%,"917,133"
1,2,Sage,0.95, 14.1  /  14.8  /  6.9 ,50.9%,14.0%,198,0.1%,"838,083"
2,3,Reyna,1.13, 17.6  /  15.6  /  4.4 ,50.8%,13.8%,248,0.2%,"822,324"
3,4,Omen,0.97, 14.9  /  15.4  /  3.9 ,49.3%,10.0%,205,0.1%,"595,476"
4,5,Raze,1.05, 16.7  /  15.8  /  4.9 ,50.7%,8.3%,243,0.2%,"494,496"
5,6,Sova,0.99, 14.4  /  14.6  /  6.4 ,50.1%,7.7%,207,0.1%,"457,317"
6,7,Killjoy,0.98, 14.2  /  14.4  /  3.8 ,50.5%,6.4%,200,0.1%,"379,848"
7,8,Viper,1, 14.5  /  14.6  /  5.2 ,49.7%,4.5%,205,0.1%,"271,116"
8,9,Phoenix,1.06, 16.5  /  15.6  /  4.3 ,49.3%,4.5%,234,0.2%,"269,892"
9,10,Cypher,0.96, 14.2  /  14.8  /  4.8 ,47.7%,3.9%,197,0.1%,"231,336"
10,11,Brimstone,0.96, 14.4  /  15  /  5.3 ,50.6%,3.7%,205,0.1%,"223,125"
11,12,Skye,0.94, 14.5  /  15.3  /  5 ,47.2%,3.1%,201,0.1%,"183,294"
12,13,Breach,0.9, 14  /  15.6  /  6 ,44.7%,1.9%,198,0.1%,"114,495"
13,14,Astra,1.01, 14.9  /  14.7  /  4.2 ,48.8%,1.6%,205,0.1%,"95,727"
14,15,Yoru,0.97, 15.3  /  15.9  /  3.9 ,46.2%,1.2%,213,0.2%,"73,032"
