,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.5  /  16.1  /  3.7 ,49.0%,11.3%,239,0.1%,"12,102",Duelist
1,2,Reyna,1.13, 18  /  15.8  /  4.4 ,50.0%,9.1%,245,0.1%,"9,686",Duelist
2,3,Raze,1.08, 17.2  /  16  /  4.8 ,52.0%,8.9%,246,0.1%,"9,457",Duelist
3,4,Omen,0.99, 15.1  /  15.3  /  7.6 ,49.4%,8.5%,205,0.1%,"9,043",Controller
4,5,Killjoy,1.05, 15  /  14.4  /  3.7 ,51.0%,8.2%,205,0.2%,"8,710",Sentinel
5,6,Gekko,0.98, 14.8  /  15.1  /  5.3 ,50.2%,7.2%,200,0.1%,"7,653",Initiator
6,7,Breach,0.94, 14.5  /  15.4  /  7.5 ,48.3%,6.7%,199,0.1%,"7,157",Initiator
7,8,Sage,0.94, 14.1  /  15  /  7.2 ,51.0%,4.5%,194,0.1%,"4,786",Sentinel
8,9,Chamber,1.11, 16.8  /  15.1  /  2.8 ,49.0%,4.3%,222,0.1%,"4,629",Sentinel
9,10,Skye,0.96, 14.7  /  15.3  /  8 ,50.1%,4.3%,201,0.1%,"4,584",Initiator
10,11,Brimstone,1.0, 15  /  15.1  /  9.1 ,52.5%,3.7%,209,0.2%,"3,916",Controller
11,12,Cypher,1.0, 15  /  15  /  4.7 ,48.9%,3.6%,201,0.1%,"3,887",Sentinel
12,13,Fade,0.96, 14.6  /  15.2  /  6.7 ,50.4%,3.5%,199,0.2%,"3,770",Initiator
13,14,Harbor,0.94, 14.4  /  15.3  /  6.3 ,46.9%,3.3%,195,0.1%,"3,552",Controller
14,15,Astra,1.05, 15.4  /  14.7  /  6.6 ,50.8%,3.0%,207,0.2%,"3,175",Controller
15,16,KAY/O,0.92, 14.4  /  15.7  /  9.5 ,42.1%,2.4%,205,0.1%,"2,545",Initiator
16,17,Phoenix,1.12, 17.6  /  15.7  /  4.7 ,52.6%,2.4%,241,0.1%,"2,516",Duelist
17,18,Sova,1.02, 15.1  /  14.9  /  5.9 ,51.3%,1.6%,210,0.1%,"1,662",Initiator
18,19,Viper,0.99, 14.9  /  14.9  /  5.7 ,48.1%,1.4%,204,0.2%,"1,444",Controller
19,20,Neon,0.96, 16.1  /  16.8  /  4.3 ,45.5%,1.3%,224,0.1%,"1,386",Duelist
20,21,Yoru,1.02, 16.1  /  15.8  /  4.4 ,49.0%,0.9%,221,0.1%,970,Duelist
