,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.11, 17.9  /  16.2  /  3.4 ,50.1%,15.3%,243,0.2%,"26,979"
1,2,Chamber,1.21, 18.1  /  14.9  /  2.6 ,53.6%,13.5%,241,0.2%,"23,766"
2,3,Sova,1.06, 15.3  /  14.4  /  5.6 ,52.0%,9.2%,213,0.1%,"16,269"
3,4,Reyna,1.14, 18.1  /  15.9  /  4.1 ,45.8%,7.6%,249,0.2%,"13,362"
4,5,Viper,1.06, 15.8  /  14.8  /  5.9 ,51.6%,7.2%,212,0.1%,"12,648"
5,6,Raze,1.09, 17.6  /  16.1  /  4.4 ,50.2%,7.0%,246,0.2%,"12,393"
6,7,Fade,1, 15.1  /  15.1  /  6.4 ,51.2%,6.0%,205,0.1%,"10,557"
7,8,Brimstone,1.08, 15.8  /  14.6  /  8.7 ,57.1%,4.7%,219,0.1%,"8,211"
8,9,KAY/O,0.97, 15.3  /  15.7  /  9.4 ,45.7%,4.0%,213,0.1%,"7,038"
9,10,Cypher,1.02, 15.4  /  15.1  /  4.3 ,47.0%,3.8%,200,0.1%,"6,732"
10,11,Sage,1.06, 15.8  /  14.9  /  6.9 ,59.2%,3.5%,211,0.1%,"6,120"
11,12,Omen,1.02, 15.3  /  15  /  8 ,47.7%,3.2%,207,0.1%,"5,661"
12,13,Astra,1.06, 15.6  /  14.8  /  7.4 ,52.1%,2.7%,211,0.1%,"4,794"
13,14,Killjoy,1.09, 15.8  /  14.5  /  3.8 ,50.0%,2.7%,216,0.1%,"4,692"
14,15,Skye,0.96, 14.9  /  15.5  /  7.4 ,48.4%,2.6%,195,0.1%,"4,641"
15,16,Breach,1.02, 15.4  /  15.2  /  8 ,50.6%,2.5%,205,0.1%,"4,335"
16,17,Phoenix,1.21, 19.1  /  15.7  /  4.7 ,50.6%,2.2%,257,0.2%,"3,927"
17,18,Neon,1.05, 17.1  /  16.3  /  3.9 ,56.8%,1.1%,228,0.2%,"1,887"
18,19,Yoru,1.11, 16.6  /  14.9  /  3.9 ,56.7%,0.9%,231,0.2%,"1,530"
19,20,Harbor,0.86, 13.1  /  15.3  /  4.8 ,50.0%,0.6%,192,0.1%,"1,020"
