,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.19, 18  /  15.1  /  4.7 ,50.8%,12.2%,255,0.1%,"1,108,761",Duelist
1,2,Sage,0.89, 13  /  14.6  /  7 ,49.9%,10.5%,186,0.1%,"959,354",Sentinel
2,3,Jett,1.12, 17.2  /  15.3  /  4 ,49.9%,8.9%,243,0.1%,"808,337",Duelist
3,4,Killjoy,0.99, 13.8  /  14  /  4.1 ,50.4%,5.9%,198,0.1%,"534,903",Sentinel
4,5,Omen,0.98, 14.6  /  15  /  5.9 ,48.5%,5.8%,206,0.1%,"529,524",Controller
5,6,Raze,1.05, 16.2  /  15.4  /  5 ,49.7%,5.6%,237,0.1%,"509,644",Duelist
6,7,Viper,0.99, 14.3  /  14.4  /  5.8 ,49.9%,5.3%,204,0.1%,"481,824",Controller
7,8,Gekko,0.94, 13.8  /  14.7  /  5 ,50.6%,5.1%,194,0.1%,"465,110",Initiator
8,9,Skye,0.93, 13.7  /  14.8  /  7.7 ,49.2%,4.9%,196,0.1%,"450,414",Initiator
9,10,Brimstone,0.97, 14.2  /  14.6  /  7.5 ,50.5%,4.6%,206,0.1%,"420,177",Controller
10,11,Phoenix,1.12, 16.7  /  15  /  4.8 ,50.3%,3.9%,240,0.1%,"351,187",Duelist
11,12,Fade,0.93, 13.9  /  14.9  /  6.4 ,49.4%,3.8%,198,0.1%,"347,140",Initiator
12,13,Chamber,1.09, 15.7  /  14.4  /  3.3 ,48.3%,3.6%,217,0.1%,"326,887",Sentinel
13,14,Cypher,0.99, 14.1  /  14.2  /  5 ,49.2%,3.4%,197,0.1%,"312,344",Sentinel
14,15,Sova,0.97, 14.1  /  14.5  /  5.5 ,48.5%,3.1%,203,0.1%,"278,700",Initiator
15,16,KAY/O,0.9, 13.8  /  15.2  /  8.1 ,46.3%,2.8%,201,0.1%,"253,085",Initiator
16,17,Harbor,0.89, 13.4  /  14.9  /  6 ,47.3%,2.5%,190,0.1%,"231,050",Controller
17,18,Neon,1.01, 16  /  15.9  /  4.3 ,48.6%,2.5%,230,0.1%,"226,828",Duelist
18,19,Yoru,1.01, 15.5  /  15.3  /  4.5 ,47.0%,2.1%,219,0.1%,"192,146",Duelist
19,20,Astra,1.04, 14.7  /  14.1  /  5.9 ,50.5%,1.8%,205,0.1%,"166,224",Controller
20,21,Breach,0.94, 14.3  /  15.2  /  6.1 ,47.9%,1.7%,204,0.1%,"156,639",Initiator
