,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.1, 17.5  /  16  /  3.5 ,50.0%,16.1%,238,0.2%,"68,406"
1,2,Brimstone,1, 14.8  /  14.8  /  9.9 ,50.6%,15.5%,206,0.1%,"65,932"
2,3,Breach,0.94, 14.3  /  15.2  /  7.9 ,49.3%,14.3%,194,0.1%,"60,686"
3,4,Raze,1.05, 16.8  /  15.9  /  4.5 ,49.9%,9.1%,237,0.2%,"38,772"
4,5,Reyna,1.14, 17.8  /  15.6  /  4.2 ,50.9%,8.4%,241,0.2%,"35,667"
5,6,Killjoy,1.05, 15.2  /  14.4  /  3.4 ,50.9%,7.6%,205,0.1%,"32,216"
6,7,Cypher,1.05, 15.4  /  14.7  /  4.6 ,49.7%,4.9%,204,0.1%,"20,779"
7,8,Chamber,1.11, 16.7  /  15.1  /  2.6 ,49.3%,4.6%,220,0.2%,"19,505"
8,9,Deadlock,1.04, 15.7  /  15.1  /  3.8 ,49.9%,3.6%,210,0.1%,"15,189"
9,10,Skye,0.96, 14.6  /  15.2  /  7.5 ,49.0%,2.2%,198,0.1%,"9,435"
10,11,Sage,0.98, 14.5  /  14.8  /  6.7 ,51.7%,2.2%,197,0.1%,"9,165"
11,12,Neon,1, 16.5  /  16.4  /  4.4 ,49.6%,1.8%,229,0.2%,"7,697"
12,13,Fade,0.99, 14.7  /  14.9  /  6.2 ,48.6%,1.7%,200,0.1%,"7,340"
13,14,Viper,1.02, 15.3  /  14.9  /  5.7 ,48.1%,1.5%,208,0.1%,"6,486"
14,15,Phoenix,1.12, 17.1  /  15.3  /  4.6 ,52.0%,1.3%,236,0.2%,"5,567"
15,16,KAY/O,0.94, 14.6  /  15.5  /  9.6 ,44.7%,1.1%,206,0.1%,"4,865"
16,17,Omen,0.97, 14.9  /  15.4  /  7.6 ,44.5%,1.0%,203,0.1%,"4,202"
17,18,Yoru,1.02, 16  /  15.8  /  4.4 ,47.8%,0.9%,220,0.2%,"3,926"
18,19,Astra,1.02, 15.1  /  14.8  /  6.8 ,42.7%,0.8%,204,0.1%,"3,274"
19,20,Gekko,0.95, 14.1  /  14.9  /  4.7 ,49.9%,0.7%,190,0.1%,"3,043"
20,21,Sova,1, 14.9  /  14.8  /  5.9 ,48.0%,0.5%,205,0.1%,"2,100"
21,22,Harbor,0.88, 13.3  /  15.1  /  6.4 ,43.0%,0.2%,182,0.1%,851
