,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.17, 17.9  /  15.2  /  4.1 ,51.3%,15.3%,254,0.2%,"4,260,948"
1,2,Sage,0.93, 13.5  /  14.5  /  6.7 ,51.4%,13.8%,190,0.1%,"3,830,508"
2,3,Jett,1.16, 17.7  /  15.2  /  3.9 ,51.3%,13.5%,252,0.2%,"3,769,359"
3,4,Sova,0.99, 14.3  /  14.5  /  5.7 ,50.8%,6.8%,206,0.1%,"1,881,033"
4,5,Raze,1.04, 16.1  /  15.5  /  4.8 ,50.3%,6.7%,239,0.2%,"1,871,751"
5,6,Killjoy,0.98, 13.9  /  14.2  /  4.1 ,52.1%,6.2%,202,0.1%,"1,720,179"
6,7,Viper,0.99, 14.2  /  14.4  /  5.2 ,51.1%,5.8%,201,0.1%,"1,615,017"
7,8,Omen,0.98, 14.7  /  15.1  /  4.9 ,49.2%,5.7%,206,0.1%,"1,583,142"
8,9,Skye,0.95, 14.1  /  14.9  /  6 ,50.2%,4.8%,199,0.1%,"1,328,652"
9,10,Chamber,1.08, 15.7  /  14.6  /  3.2 ,50.3%,4.7%,219,0.1%,"1,294,533"
10,11,Brimstone,0.97, 14.3  /  14.8  /  6.2 ,50.5%,3.9%,205,0.1%,"1,097,469"
11,12,Phoenix,1.06, 16.1  /  15.2  /  4 ,49.3%,2.8%,232,0.2%,"787,899"
12,13,Cypher,0.97, 14.1  /  14.5  /  4.2 ,49.6%,2.8%,197,0.1%,"784,227"
13,14,Astra,1, 14.6  /  14.5  /  5 ,49.5%,2.1%,202,0.1%,"575,076"
14,15,Breach,0.93, 14.3  /  15.3  /  5.2 ,48.8%,2.1%,202,0.1%,"572,271"
15,16,KAY/O,0.9, 13.7  /  15.3  /  7.2 ,46.6%,1.8%,198,0.1%,"500,973"
16,17,Yoru,0.98, 15.1  /  15.3  /  3.5 ,45.8%,1.3%,216,0.2%,"359,550"
