,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.2  /  16  /  3.5 ,49.5%,18.0%,234,0.2%,"75,854"
1,2,Reyna,1.12, 17.6  /  15.7  /  4.3 ,50.4%,9.6%,241,0.2%,"40,389"
2,3,Astra,1.04, 15.1  /  14.5  /  7.3 ,50.5%,9.2%,203,0.1%,"39,032"
3,4,Skye,0.94, 14.3  /  15.2  /  8.1 ,49.6%,8.1%,197,0.1%,"34,245"
4,5,Killjoy,1.05, 15.3  /  14.6  /  3.5 ,50.4%,6.9%,208,0.1%,"28,999"
5,6,Chamber,1.09, 16.4  /  15.1  /  2.6 ,47.9%,5.7%,218,0.2%,"24,062"
6,7,Fade,0.97, 14.7  /  15.1  /  6.6 ,49.9%,5.4%,200,0.1%,"22,860"
7,8,Viper,1.03, 15.3  /  14.8  /  6.3 ,50.2%,5.3%,210,0.1%,"22,457"
8,9,Phoenix,1.11, 17.4  /  15.7  /  5 ,51.2%,4.5%,241,0.2%,"18,995"
9,10,Cypher,1.02, 15  /  14.7  /  4.6 ,50.0%,4.2%,202,0.1%,"17,606"
10,11,Gekko,0.95, 14.3  /  15  /  4.9 ,49.7%,3.5%,193,0.1%,"14,663"
11,12,Deadlock,1.02, 15.6  /  15.3  /  3.8 ,49.3%,3.4%,209,0.1%,"14,280"
12,13,Raze,1.04, 16.5  /  15.9  /  4.7 ,51.0%,3.1%,237,0.2%,"13,129"
13,14,Harbor,0.93, 14.1  /  15.2  /  6.7 ,46.1%,2.8%,192,0.1%,"11,999"
14,15,Brimstone,0.96, 14.4  /  14.9  /  9.5 ,50.7%,2.0%,204,0.1%,"8,596"
15,16,Sage,0.97, 14.6  /  15.1  /  7 ,52.4%,2.0%,200,0.1%,"8,382"
16,17,KAY/O,0.93, 14.5  /  15.6  /  9.2 ,44.1%,1.5%,204,0.1%,"6,318"
17,18,Sova,1, 14.9  /  14.9  /  6 ,49.1%,1.3%,206,0.1%,"5,612"
18,19,Yoru,1.03, 16.3  /  15.9  /  4.4 ,48.8%,1.3%,223,0.2%,"5,348"
19,20,Omen,0.98, 14.8  /  15.1  /  7.7 ,49.8%,1.3%,204,0.1%,"5,334"
20,21,Neon,0.97, 16.2  /  16.6  /  4.1 ,47.1%,0.7%,225,0.2%,"2,780"
21,22,Breach,0.94, 14.4  /  15.4  /  7.6 ,47.2%,0.4%,200,0.1%,"1,558"
