,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.16, 17.8  /  15.4  /  4.5 ,50.2%,11.5%,250,0.1%,"1,055,453"
1,2,Sage,0.9, 13.2  /  14.8  /  7 ,50.0%,9.2%,187,0.1%,"846,621"
2,3,Jett,1.1, 17.2  /  15.6  /  3.8 ,49.6%,9.0%,241,0.1%,"829,242"
3,4,Omen,0.97, 14.7  /  15.1  /  6.4 ,48.9%,8.9%,204,0.1%,"816,666"
4,5,Raze,1.05, 16.5  /  15.6  /  5 ,50.3%,7.7%,242,0.1%,"703,462"
5,6,Killjoy,0.99, 14  /  14.2  /  3.8 ,50.1%,6.6%,197,0.1%,"607,013"
6,7,Skye,0.92, 13.7  /  14.9  /  7.8 ,49.0%,5.7%,194,0.1%,"526,264"
7,8,Gekko,0.92, 13.8  /  15  /  4.8 ,49.9%,5.5%,192,0.1%,"503,469"
8,9,Brimstone,0.96, 14.2  /  14.8  /  7.8 ,50.3%,4.6%,205,0.1%,"422,772"
9,10,Chamber,1.08, 15.9  /  14.7  /  3.1 ,49.2%,4.0%,218,0.1%,"362,691"
10,11,Breach,0.93, 14.2  /  15.3  /  6.5 ,48.9%,3.7%,200,0.1%,"336,373"
11,12,Phoenix,1.1, 16.8  /  15.2  /  4.6 ,49.9%,3.4%,237,0.1%,"309,304"
12,13,Fade,0.92, 13.8  /  15  /  6.2 ,48.8%,2.8%,195,0.1%,"252,152"
13,14,Cypher,0.98, 14.2  /  14.5  /  4.7 ,48.1%,2.7%,197,0.1%,"248,901"
14,15,Viper,0.98, 14.4  /  14.7  /  5.6 ,48.9%,2.6%,203,0.1%,"238,763"
15,16,KAY/O,0.89, 13.8  /  15.4  /  8.7 ,45.3%,2.5%,199,0.1%,"232,244"
16,17,Sova,0.96, 14.2  /  14.8  /  5.4 ,48.3%,2.5%,202,0.1%,"229,926"
17,18,Neon,0.99, 16  /  16.1  /  4.2 ,47.6%,2.2%,227,0.1%,"203,157"
18,19,Harbor,0.9, 13.7  /  15.2  /  5.9 ,46.9%,1.9%,192,0.1%,"171,000"
19,20,Yoru,0.98, 15.2  /  15.6  /  4.4 ,45.6%,1.5%,213,0.1%,"139,065"
20,21,Astra,1.02, 14.8  /  14.5  /  5.8 ,49.7%,1.5%,205,0.1%,"133,881"
