,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.18, 18  /  15.3  /  4.5 ,50.6%,11.8%,254,0.1%,"35,965"
1,2,Jett,1.12, 17.5  /  15.6  /  3.9 ,49.4%,9.5%,245,0.1%,"29,032"
2,3,Sage,0.9, 13.2  /  14.7  /  7 ,49.7%,9.2%,186,0.1%,"27,913"
3,4,Brimstone,0.99, 14.5  /  14.6  /  8 ,51.7%,8.6%,206,0.1%,"26,248"
4,5,Breach,0.94, 14.4  /  15.2  /  6.4 ,48.3%,7.9%,202,0.1%,"24,058"
5,6,Killjoy,0.99, 14.1  /  14.2  /  4.1 ,50.0%,7.4%,201,0.2%,"22,561"
6,7,Raze,1.06, 16.4  /  15.5  /  4.7 ,49.5%,6.6%,239,0.1%,"20,056"
7,8,Omen,0.96, 14.6  /  15.1  /  6.3 ,46.9%,4.2%,205,0.1%,"12,923"
8,9,Viper,0.97, 14.3  /  14.6  /  5.6 ,48.5%,4.2%,201,0.1%,"12,912"
9,10,Fade,0.95, 14.2  /  15  /  6.2 ,49.3%,4.2%,200,0.1%,"12,663"
10,11,Cypher,1, 14.5  /  14.5  /  5 ,49.5%,3.9%,201,0.1%,"11,803"
11,12,Skye,0.93, 13.9  /  14.9  /  7.3 ,48.9%,3.7%,197,0.1%,"11,213"
12,13,Neon,1.02, 16.3  /  16.1  /  4.4 ,49.4%,3.3%,232,0.1%,"10,000"
13,14,KAY/O,0.92, 14.1  /  15.3  /  8.6 ,46.6%,3.3%,204,0.1%,"9,938"
14,15,Phoenix,1.13, 17  /  15.1  /  4.6 ,51.8%,3.1%,241,0.1%,"9,483"
15,16,Chamber,1.08, 16.1  /  14.9  /  3.2 ,48.7%,2.9%,221,0.1%,"8,756"
16,17,Sova,0.96, 14.1  /  14.8  /  5.3 ,48.3%,2.3%,202,0.1%,"7,002"
17,18,Yoru,1.01, 15.6  /  15.4  /  4.3 ,46.4%,1.5%,219,0.1%,"4,540"
18,19,Astra,1.02, 14.8  /  14.5  /  6 ,47.5%,1.2%,204,0.1%,"3,605"
19,20,Harbor,0.89, 13.5  /  15.1  /  5.8 ,44.5%,1.1%,190,0.1%,"3,495"
