,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.5  /  16.2  /  3.5 ,49.6%,15.8%,238,0.1%,"107,736",Duelist
1,2,Omen,0.99, 15  /  15.2  /  8.5 ,49.6%,12.5%,203,0.1%,"85,765",Controller
2,3,Killjoy,1.06, 15.4  /  14.5  /  3.5 ,50.2%,11.1%,207,0.1%,"75,769",Sentinel
3,4,Raze,1.06, 17  /  16.1  /  4.7 ,50.3%,10.2%,241,0.1%,"69,559",Duelist
4,5,Reyna,1.13, 17.8  /  15.7  /  4.3 ,50.2%,7.5%,241,0.1%,"51,050",Duelist
5,6,Skye,0.96, 14.4  /  15.1  /  8.9 ,49.6%,7.4%,197,0.1%,"50,785",Initiator
6,7,Breach,0.93, 14.3  /  15.4  /  8 ,47.8%,6.7%,195,0.1%,"45,891",Initiator
7,8,Chamber,1.11, 16.8  /  15.2  /  2.6 ,48.2%,6.0%,221,0.1%,"40,837",Sentinel
8,9,Gekko,0.96, 14.5  /  15.1  /  4.9 ,50.1%,5.5%,193,0.1%,"37,787",Initiator
9,10,Astra,1.04, 15.3  /  14.7  /  7.4 ,49.6%,2.3%,205,0.1%,"15,851",Controller
10,11,Harbor,0.96, 14.6  /  15.2  /  6.9 ,47.5%,2.3%,195,0.1%,"15,702",Controller
11,12,Cypher,1.02, 15.2  /  14.8  /  4.6 ,48.0%,2.0%,202,0.1%,"13,567",Sentinel
12,13,Brimstone,0.99, 14.8  /  14.9  /  10 ,52.1%,1.8%,207,0.1%,"12,245",Controller
13,14,Sage,0.99, 14.8  /  15  /  7 ,51.7%,1.6%,202,0.1%,"11,081",Sentinel
14,15,Fade,0.99, 14.9  /  15.1  /  6.9 ,47.7%,1.4%,203,0.1%,"9,321",Initiator
15,16,Phoenix,1.11, 17.4  /  15.6  /  4.8 ,51.6%,1.3%,238,0.1%,"8,689",Duelist
16,17,Viper,1.09, 15.9  /  14.6  /  6.1 ,51.0%,1.2%,217,0.1%,"7,923",Controller
17,18,Neon,0.98, 16.3  /  16.7  /  4.3 ,47.1%,1.1%,225,0.1%,"7,362",Duelist
18,19,Yoru,1.02, 16.3  /  15.9  /  4.6 ,48.3%,0.9%,221,0.1%,"5,990",Duelist
19,20,Sova,1.02, 15.2  /  14.9  /  6.2 ,48.4%,0.8%,209,0.1%,"5,501",Initiator
20,21,KAY/O,0.93, 14.7  /  15.7  /  10.2 ,44.2%,0.8%,207,0.1%,"5,303",Initiator
