,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.2  /  15.8  /  3.7 ,49.1%,12.9%,237,0.2%,"308,907",Duelist
1,2,Reyna,1.14, 17.8  /  15.6  /  4.5 ,49.8%,10.9%,245,0.2%,"261,593",Duelist
2,3,Skye,0.93, 14.1  /  15.1  /  7.9 ,49.4%,6.7%,196,0.1%,"159,647",Initiator
3,4,Viper,1.0, 14.7  /  14.7  /  6 ,49.6%,5.5%,205,0.1%,"130,413",Controller
4,5,Sage,0.9, 13.5  /  14.9  /  7 ,50.1%,5.4%,188,0.1%,"130,374",Sentinel
5,6,Chamber,1.08, 16.1  /  14.8  /  3 ,48.3%,5.4%,217,0.2%,"128,412",Sentinel
6,7,Killjoy,1.01, 14.4  /  14.3  /  3.7 ,50.6%,5.0%,201,0.1%,"119,891",Sentinel
7,8,Deadlock,0.99, 14.9  /  15.1  /  4 ,48.8%,4.5%,205,0.1%,"108,291",Sentinel
8,9,Raze,1.04, 16.4  /  15.8  /  4.8 ,49.8%,4.5%,236,0.2%,"108,017",Duelist
9,10,Astra,1.04, 15  /  14.4  /  6.7 ,50.2%,4.4%,205,0.1%,"106,409",Controller
10,11,Omen,0.96, 14.6  /  15.2  /  6.9 ,47.8%,4.2%,202,0.1%,"100,846",Controller
11,12,Gekko,0.93, 14  /  15  /  5 ,50.4%,4.2%,191,0.1%,"100,412",Initiator
12,13,Fade,0.95, 14.3  /  15.1  /  6.5 ,49.7%,4.1%,198,0.1%,"96,938",Initiator
13,14,Phoenix,1.11, 17.2  /  15.5  /  4.8 ,51.1%,3.7%,241,0.2%,"88,892",Duelist
14,15,Brimstone,0.95, 14.2  /  14.9  /  8.5 ,50.3%,3.7%,202,0.1%,"88,189",Controller
15,16,Cypher,1.01, 14.5  /  14.4  /  4.8 ,50.3%,3.4%,198,0.1%,"81,742",Sentinel
16,17,Harbor,0.9, 13.8  /  15.2  /  6.3 ,46.9%,3.0%,189,0.1%,"71,242",Controller
17,18,KAY/O,0.91, 14.1  /  15.6  /  8.5 ,45.2%,2.2%,201,0.1%,"53,041",Initiator
18,19,Sova,0.98, 14.5  /  14.7  /  5.7 ,48.8%,2.1%,203,0.1%,"51,187",Initiator
19,20,Breach,0.92, 14.3  /  15.5  /  6.6 ,47.1%,1.4%,200,0.1%,"33,959",Initiator
20,21,Yoru,1.02, 16  /  15.7  /  4.4 ,47.9%,1.4%,220,0.2%,"32,830",Duelist
21,22,Neon,0.98, 16  /  16.3  /  4.2 ,48.0%,1.3%,225,0.2%,"31,571",Duelist
